"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","timeToPredict","Correct"
"643","have u entered the twitterverse??",2,NA,NA,NA,"have","u","a","to","you",0,FALSE
"644","A man. A bit older than your Eoin, I guess. But not decripit.",10,"than","your","eoin","i","guess","know","am","love",0.0100000000002183,FALSE
"645","One aims to achieve complete self-forgetfulness, while at the same time developing complete “mindfulness” of the character....",12,"at","the","same","time","developing","of","to","best",0.0299999999997453,FALSE
"646","I just ate",3,NA,NA,"i","just","ate","know","am","love",0,FALSE
"647","Before you reference your information, ask yourself who is the author.",9,"information","ask","yourself","who","is","the","is","has",0.0199999999999818,TRUE
"648","Streeter on drop in draft: “I’m extremely hungry. I kind of felt like a lot of people didn’t believe in me even though I believe in myself.""",24,"in","me","even","though","i","the","to","a",0.0199999999999818,FALSE
"649","Because ACUs are ruddy expensive, and we're already spending $225,000 next week..",12,"already","spending","","next","week","to","up","week",0.0100000000002183,TRUE
"650","I'm proud of myself :)",3,NA,NA,"i'm","proud","of","of","proud","a",0.0199999999999818,TRUE
"651","If love isnt a sport, then why are there so many players.? <\3",2,NA,NA,NA,"if","love","you","the","u",0,FALSE
"652","having an allergic reaction to one's own perfume is not fun.",11,"own","perfume","is","not","fun","the","a","to",0.00999999999976353,FALSE
"653","don't matter. Were gonna party just as hard!",8,"gonna","party","just","as","hard","as","i","much",0.0300000000002001,FALSE
"654","I have a winter coat and flip flops on",4,NA,"i","have","a","winter","of","lot","great",0,FALSE
"655","Love, love will keep us together....*breaks record* FUCKING LIES! IF IT WAS TRUE MARIO WOULD BEG ME TO RETURN!",13,"lies","if","it","was","true","was","a","out",0.0199999999999818,FALSE
"656","top score on putt putt mcdonalds game",7,"on","putt","putt","mcdonalds","game","game","the","mcdonalds",0.0300000000002001,TRUE
"657","I absolutely love that song!",3,NA,NA,"i","absolutely","love","know","am","love",0.0199999999999818,TRUE
"658","Jam lose 109-90 and have been eliminated from the playoffs",10,"been","eliminated","from","the","playoffs","of","best","and",0.00999999999976353,FALSE
"659","haha!!been up since 4:30 with the birds chirping outside. Lol!!!",6,"up","since","","with","the","the","and","you",0.0199999999999818,TRUE
"660","Weird that my laptop speakers can play all kinds of things at once. In the 70's our cool stereo system played only one thing at a time.",12,"all","kinds","of","things","at","the","you","your",0.0100000000002183,FALSE
"661","About to shower...roll up..then go to sleep. One",2,NA,NA,NA,"about","to","the","to","it",0,TRUE
"662","“Success to me is having ten honeydew melons and eating only the top half of each slice.“~Barbra Streisand",11,"honeydew","melons","and","eating","only","i","the","a",0.0199999999999818,FALSE
"663","You should be able to restore all the photos from a backup in iTunes",12,"the","photos","from","a","backup","of","lot","great",0.00999999999976353,FALSE
"664","My favorite part of that meeting, is Pres. Bush's fantastic purple socks",6,"favorite","part","of","that","meeting","the","i","is",0.0199999999999818,FALSE
"665","I follow you. Would you follow me? Thanks. Much love. Dr. Spanish",3,NA,NA,"i","follow","you","know","am","love",0.0199999999999818,FALSE
"666","Thomas Alva Edison~ Just because something doesnt do what you planned it to do doesnt mean its useless.",15,"planned","it","to","do","doesnt","be","the","you",0.0100000000002183,FALSE
"667","Surpassed our #grizzgala fundraising auction goal! Building the OUAA scholarship endowment, thx to sponsors & the great auction donations!",18,"sponsors","","the","great","auction","of","best","and",0,FALSE
"668","This is how dedicated to Joss Whedon I am: Cabin in the Woods will be my first in-theater scary movie since Blair Witch. Seriously.",11,"whedon","i","am","cabin","in","know","am","love",0.0199999999999818,FALSE
"669","ITS A GIRL YAYY!!!",2,NA,NA,NA,"its","a","a","the","at",0,TRUE
"670","ready for georgetown",2,NA,NA,NA,"ready","for","for","to","not",0.00999999999976353,TRUE
"671","Santorum pulled out leaving his mark on the back end of the republican side of the race",16,"the","republican","side","of","the","the","you","your",0.0199999999999818,TRUE
"672","Friday the 13th = quality movies on the tube!",8,"","quality","movies","on","the","the","my","a",0.0100000000002183,TRUE
"673","BFAR 10 to hold investment forum on mariculture park project in MisOcc - Philippine Information Agency",14,"project","in","misocc","","philippine","the","my","a",0.0199999999999818,FALSE
"674","Juiced lemons. Simmered w simple syrup n rosemary. Freezing it and flaking w a fork every hour. Adding to champagne bar on Easter.",19,"fork","every","hour","adding","to","to","hour","every",0.0199999999999818,TRUE
"675","Haha, thanks for the RT, I am obviously very excited about these data-related developments :)",3,NA,NA,"haha","thanks","for","for","the","to",0,TRUE
"676","There are different standards for different sports. Glad to see Tiger apologize though",2,NA,NA,NA,"there","are","is","so","was",0.0100000000002183,FALSE
"677","Some of our friends R pathological liars & snakes we could smell venom on their breath and their words are phonier then cubic zirconias",18,"on","their","breath","and","their","i","the","a",0.0199999999999818,FALSE
"678","Eternal God, help me accept each day, each moment, as a gift from you, not to be wasted. May this season bring us closer to you and to...",15,"a","gift","from","you","not","to","are","can",0.00999999999976353,FALSE
"679","Funny presentation for Colin Firth since he probably hates Margaret Thatcher just like every other Brit.",2,NA,NA,NA,"funny","presentation","ass","fight",NA,0,FALSE
"680","Stupid bitches <<<<",2,NA,NA,NA,"stupid","bitches","some","panda","bitches",0.0199999999999818,TRUE
"681","Make your bucket list now it's the end of the world as we know it. Only 11 months and 21 days. happy new year!",4,NA,"make","your","bucket","list","to","heart","money",0,FALSE
"682","You're just begging me to unfollow you when you tweet your horoscope.",10,"unfollow","you","when","you","tweet","are","to","can",0.0100000000002183,FALSE
"683","It's Sunday already? :(",3,NA,NA,"it's","sunday","already","a","like","my",0.0199999999999818,FALSE
"684","FAC can't advise if FAC isn't informed.",4,NA,"fac","can't","advise","if","wait","if","can't",0.00999999999976353,TRUE
"685","The Italian writer Antonio Tabucchi dies in Lisbon.",8,"antonio","tabucchi","dies","in","lisbon","the","my","a",0.0199999999999818,FALSE
"686","sorry ignore the random hash tag lol but still congrats that's great !",3,NA,NA,"sorry","ignore","the","the","yikes","ignore",0,TRUE
"687","six million dollar man",3,NA,NA,"six","million","dollar","months","flags","ago",0.0199999999999818,FALSE
"688","I'm so sleepy and I gotta get this school thing going... :/",8,"and","i","gotta","get","this","it","know","am",0.0100000000002183,FALSE
"689","LETS GO #KINGS GO KINGS GO",4,NA,"lets","go","kings","go","go","to","for",0.0199999999999818,TRUE
"690","And to those making my world a better place. Happy #FF @ @ @",8,"making","my","world","a","better","of","lot","great",0.00999999999976353,FALSE
"691","I am so excited about this new change. New discounts and savings for you! Our new website will be: www.austinhormonedoctor.com",18,"you","our","new","website","will","website","new","york",0.0199999999999818,FALSE
"692","webinar overload day, 's #ContentDisco is up next",7,"day","'s","contentdisco","is","up","a","the","your",0.0300000000002001,FALSE
"693","For the record, I came in the top 20%. There is still a tiny chance I'll win if they don't find someone in the top 100.",20,"i'll","win","if","they","don't","have","you","don't",0.0199999999999818,TRUE
"694","wow. That exam was bs.",4,NA,"wow","that","exam","was","was","is","i",0.0100000000002183,TRUE
"695","I know! How was your trip? Miss you. Would love to catch-up for real one of these days...",10,"trip","miss","you","would","love","are","to","can",0.0199999999999818,FALSE
"696","I hate biology.",3,NA,NA,"i","hate","biology","know","am","love",0.00999999999976353,FALSE
"697","Just bought $NNVC on patent approval news",5,"just","bought","nnvc","on","patent","the","my","a",0,FALSE
"698","enthusiastic teachers were the bane of my childhood existence...",7,"were","the","bane","of","my","the","you","of",0.0199999999999818,FALSE
"699","I know, right? I really liked Rachel's English accent... :-)",2,NA,NA,NA,"i","know","know","am","love",0.0100000000002183,TRUE
"700","It's rainy out here on the East Coast, thank God for wigs!! Lol",10,"the","east","coast","thank","god","you","of","god",0.0199999999999818,TRUE
"701","for my birthday I would like you to answer all my phone calls with the Rachael Bowen hey for 365 days.",18,"with","the","rachael","bowen","hey","of","and","best",0.00999999999976353,FALSE
"702","Fuck this sun!",3,NA,NA,"fuck","this","sun","week","is","year",0,FALSE
"703","It is true! You do good things. Always have. Now you get to do even more! THAT is wonderful and appropriate and deserved.",10,"good","things","always","have","now","a","to","you",0.0199999999999818,FALSE
"704","I hate it when I don't feel like talking and people just keep on talking to me -.-",14,"and","people","just","keep","on","the","on","that",0.0199999999999818,TRUE
"705","I mean, Second Mile is funding Sandusky's defense, refusing to turn over internal records on clients and victims. Why is this not a story?",11,"sandusky's","defense","refusing","to","turn","be","the","see",0,FALSE
"706","Hahahahahaha so close I did this one.... 💑",5,"hahahahahaha","so","close","i","did","know","am","love",0.0100000000002183,FALSE
"707","Try the eggplant fries too.",2,NA,NA,NA,"try","the","to","me","stay",0,FALSE
"708","#IThankGod for my family and friends:)",2,NA,NA,NA,"ithankgod","for",NA,NA,NA,NA,FALSE
"709","i seriously want it to be Saturday already",6,"seriously","want","it","to","be","be","the","see",0.0299999999997453,TRUE
"710","Just added some interesting articles at www.bowlingdo.com... also have new retail site at www.shopbowling.com",5,"just","added","some","interesting","articles","more","new","articles",0.0199999999999818,TRUE
"711","Time to get down to #business...JenoLo Clothing coming in 12 days",3,NA,NA,"time","to","get","be","the","see",0.0100000000002183,FALSE
"712","Congrats to : WCHA reg season champs! One more win or Minn loss gives UW outright title. #Badgers home next wknd to host OSU",15,"or","minn","loss","gives","uw","gives","uw","in",0.0199999999999818,TRUE
"713","omfg Raven and Hilary are my favorite Disney stars. I had a feeling!",3,NA,NA,"omfg","raven","and","and","raven","hilary",0,TRUE
"714","Proud Momma Alert: My 6th grade son won the school-wide (K-8) science fair! Goes to school district regionals this Friday!",4,NA,"proud","momma","alert","my","of","to","you",0.0199999999999818,FALSE
"715","that pic was actually from Denver",5,"that","pic","was","actually","from","i","was","a",0.0100000000002183,FALSE
"716","I can't sweat it cause I know I'm going to work this out",9,"cause","i","know","i'm","going","of","proud","know",0.0199999999999818,FALSE
"717","Fuck these dumb ass trays",3,NA,NA,"fuck","these","dumb","are","late","kids",0.00999999999976353,FALSE
"718","that's great! I know u r.",4,NA,"that's","great","i","know","know","am","love",0.0199999999999818,TRUE
"719","okay 😊 we found a lot on the beach",8,"found","a","lot","on","the","the","my","a",0.0100000000002183,TRUE
"720","QA - Algorythmic vs aesthetic dataviz: equally subjective? Both predicated on statistics, q of objects vs patterns",8,"vs","aesthetic","dataviz","equally","subjective","the","twins","red",0,FALSE
"721","A girl came in and handed me an application....",2,NA,NA,NA,"a","girl","of","lot","great",0.0199999999999818,FALSE
"722","nah don't say that...you gotta come to Vegas first lol jk.....it'll prolly be Bobby Brown tho lmao lemme stop",7,"say","thatyou","gotta","come","to","to","and","through",0,TRUE
"723","Interdependency follows independence. -Stephen Covey",3,NA,NA,"interdependency","follows","independence",NA,NA,NA,NA,FALSE
"724","Would have to know investment, objectives, metrics, etc.",2,NA,NA,NA,"would","have","be","like","you",0,FALSE
"725","Sure-- but then what's the point of the various ""time windows"" for elites? If you have ""A"" available why not confirm me?",5,"sure","but","then","what's","the","the","you","why",0.0199999999999818,TRUE
"726","""Excellence is a guilty pleasure, bringing confidence and peace of mind""",9,"pleasure","bringing","confidence","and","peace","i","the","a",0.0199999999999818,FALSE
"727","I think there was a bit of mystification about the material facts of making, which is (I agree) odd considering what CP is.",10,"bit","of","mystification","about","the","the","to","it",0.0100000000002183,TRUE
"728","Hahahahhahahahahahahahahhaha RT : Can you still experiment in your thirty's?",10,"still","experiment","in","your","thirty's","the","my","to",0.0199999999999818,FALSE
"729","Look forward,not back.Focus on the future not the past❤",6,"forwardnot","backfocus","on","the","future","of","the","best",0.0299999999997453,FALSE
"730","Going to be on during the 6oclock hour! Listen in!",10,"the","oclock","hour","listen","in","of","to","too",0.0100000000002183,FALSE
"731","I swear I have no black clothes... Ugh",3,NA,NA,"i","swear","i","know","am","love",0,FALSE
"732","Soccer on ice? That's probably the only way you'd get me to watch it! I'm a 100% hockey fan :-)",3,NA,NA,"soccer","on","ice","the","my","a",0.0199999999999818,FALSE
"733","Have MITT ROMNEY ever had a PLAN OF ACTION or A SOLUTION. I can see myself being rolled into surgery and being told, ""YOU ARE OWN YOUR OWN.""",17,"i","can","see","myself","being","i","you","it",0.0199999999999818,FALSE
"734","I have many mornings like that Some days more dead than others some more confused, some more stupid, some just lost altogether",13,"more","dead","than","others","some","some","than","the",0.0100000000002183,TRUE
"735","Coverage of the Orlando Predators vs. Pittsburgh Power begins in just three hours on Check it",10,"vs","pittsburgh","power","begins","in","july","the","twins",0.0199999999999818,FALSE
"736","Black Friday!",2,NA,NA,NA,"black","friday","friday","adults","afterworkintroducing",0,TRUE
"737","Effin birds did a number on my car this morning... Bout to wash that ish😒",2,NA,NA,NA,"effin","birds","birds","did",NA,0,TRUE
"738","yup, I feel ZERO responsibility for YOUR trauma. I finally get to point & laugh.",2,NA,NA,NA,"yup","i","i","feel",NA,0,TRUE
"739","if u have 13 ice cubes and i have 38, how many pancakes will fit on my roof? The answer is purple because aliens don't where hats.",24,"answer","is","purple","because","aliens","a","the","your",0.0300000000002001,FALSE
"740","I'm bored at home.",3,NA,NA,"i'm","bored","at","of","proud","a",0,FALSE
"741","Undersea cable bill gets 1 last chance in Senate",2,NA,NA,NA,"undersea","cable","cable","bill",NA,0,TRUE
"742","Whoa one direction is having a arena tour in 2013 yay lol",3,NA,NA,"whoa","one","direction","of","is","the",0.0199999999999818,FALSE
"743","#whatwillgagawear what ever is laying on the side of the road",11,"the","side","of","the","road","of","the","best",0.00999999999976353,FALSE
"744","i make money money make money money ayy",6,"make","money","money","make","money","money","a","you",0.0199999999999818,TRUE
"745","Wolf Gang is neither a Wolf nor a Gang. Discuss.",2,NA,NA,NA,"wolf","gang","trailer","omg",NA,0,FALSE
"746","yeah and ain't missed nothing smh",2,NA,NA,NA,"yeah","and","i","and","how",0,TRUE
"747","or can u help me get more followers? It would ne awesome :)",10,"get","more","followers","it","would","was","out","be",0.0100000000002183,FALSE
"748","are they beefing over sports? i am late.",7,"beefing","over","sports","i","am","know","am","love",0.0299999999997453,TRUE
"749","Malaysia mosque a source of hope for heroin addicts - Chicago Tribune",12,"heroin","addicts","","chicago","tribune","tribune","addicts","chicago",0.0199999999999818,TRUE
"750","yes, we're finising it up now. Not as cumbersome as it was made out to be.",9,"up","now","not","as","cumbersome","as","i","the",0.0100000000002183,FALSE
"751","It was indeed!",2,NA,NA,NA,"it","was","was","out","be",0.0199999999999818,TRUE
"752","Any of your friends need some new music?Tell them to check us out on Spotify. It's free and awesome!",4,NA,"any","of","your","friends","the","you","to",0.0199999999999818,FALSE
"753","dude i'm freakiing out! idk how to do it onmy own! :'(",9,"idk","how","to","do","it","be","the","you",0.0100000000002183,FALSE
"754","You waist time trying to be someone else, it takes no time to be YOUR self....",10,"be","someone","else","it","takes","was","out","be",0.0199999999999818,FALSE
"755","why? You want to still be friend?",7,"want","to","still","be","friend","the","be","in",0.00999999999976353,FALSE
"756","Huge congratulations to new law graduates, and remember to thank your mother!",9,"law","graduates","and","remember","to","i","the","a",0.0199999999999818,FALSE
"757","in Ghostwriter app when you move away the iPen from screen you can turn page, zoom in and out. I meant the iOS iPad multi-touch.",14,"from","screen","you","can","turn","can","are","to",0.0100000000002183,FALSE
"758","Simple little kind of free",4,NA,"simple","little","kind","of","of","stage","no",0.0199999999999818,TRUE
"759","If you let words hurt you, you a lil (b word). Use those words to make you stronger.",9,"hurt","you","you","a","lil","of","lot","are",0.00999999999976353,FALSE
"760","Ready to go -____-",3,NA,NA,"ready","to","go","be","the","see",0.0199999999999818,FALSE
"761","Follow my new flick written by !",6,"my","new","flick","written","by","by","day","is",0.0199999999999818,TRUE
"762","no it's okay! Don't feel bad!",6,"it's","okay","don't","feel","bad","bad","what","feel",0.0300000000002001,TRUE
"763","i'm not gonna be here much longer... :(",7,"gonna","be","here","much","longer","as","more","love",0,FALSE
"764","I had to Hang up on Charles...that nigga be Snoring too Loud lulz",4,NA,"i","had","to","hang","the","be","see",0.00999999999976353,FALSE
"765","What up Woo",3,NA,NA,"what","up","woo","on","the","you",0.0199999999999818,FALSE
"766","I am today...not tomorrow though.",3,NA,NA,"i","am","todaynot","know","am","love",0.0100000000002183,FALSE
"767","WOW Grany g is hillarious in",5,"wow","grany","g","is","hillarious","a","the","your",0,FALSE
"768","ive been with the family",4,NA,"ive","been","with","the","the","and","you",0,TRUE
"769","he better watch out I might eat his too.",8,"out","i","might","eat","his","know","am","love",0.0199999999999818,FALSE
"770","look forward to your #SocialMedia tweets!",6,"forward","to","your","socialmedia","tweets","be","the","to",0,FALSE
"771","wow, what a smile! And I can't forget the hottie!!!! :-)",10,"i","can't","forget","the","hottie","of","best","and",0.0300000000002001,FALSE
"772","why the :(",2,NA,NA,NA,"why","the","you","are","the",0,TRUE
"773","oh I know... But I don't mean like that. She works at a television station here. She's adorable and it's a boy!",14,"she","works","at","a","television","of","lot","great",0.00999999999976353,FALSE
"774","I still can't get over it yet. Honestly that is going to stick with me for a few days. Its almost belief changing. :-(",5,"i","still","can't","get","over","to","it","wait",0.0199999999999818,FALSE
"775","make it crack then nigga!! (at least tweet sum pg dead dan a mf lol)",10,"at","least","tweet","sum","pg","the","your","pg",0.0100000000002183,TRUE
"776","Told to stray away from what I am, said the world would never take it. Design a mold for me to fit and watch me break it.",2,NA,NA,NA,"told","to","to","u","stray",0,TRUE
"777","Cyberdating in China: Woman w/ duck's egg face seeks handsome devil, not from Wuhan, no Virgos. Illuminating piece on ""#romance by",16,"not","from","wuhan","no","virgos","i","it's","problem",0.00999999999976353,FALSE
"778","Does anyone else remember when the best place to watch movie trailers was apple.com?",11,"best","place","to","watch","movie","the","be","see",0.0199999999999818,FALSE
"779","You know me all to well.",4,NA,"you","know","me","all","to","up","a",0.0199999999999818,FALSE
"780","please follow Artie so happy to see you again xo",9,"happy","to","see","you","again","to","are","can",0.0100000000002183,FALSE
"781","total ""duh""",2,NA,NA,NA,"total","duh","white","doom","cat",0,FALSE
"782","Looks like Astros want to be like Larussa & cards!",6,"like","astros","want","to","be","the","be","see",0.0299999999997453,TRUE
"783","Go back to India",2,NA,NA,NA,"go","back","to","for","see",0,FALSE
"784","holy shit ya someone DMd me some pics and crazy shit u I had a feeling u didn't send it",19,"a","feeling","u","didn't","send","i","get","ever",0.0199999999999818,FALSE
"785","I dont regret a second i spent with you.<3",9,"second","i","spent","with","you","the","you","and",0.0100000000002183,TRUE
"786","& Sick dancing last night guys, it was great seeing you guys.",4,NA,"","sick","dancing","last","last","ninja","people",0.0199999999999818,TRUE
"787","RNWK down 7.5% on news of my departure (perhaps slightly influenced by earnings release).",10,"of","my","departure","perhaps","slightly","the","you","your",0,FALSE
"788","PLEASE FOLLOW AND TELL HER I SENT YU! SHES A HUGE 1D FAN! AND AMAZING AT SINGING! FOLLOW FOLLOW FOLLOW",10,"i","sent","yu","shes","a","know","am","love",0,FALSE
"789","Oh, I like that process! Naturally allows for more focus by students on each type. Also love the ""TARGET"" idea fr earlier tweet.",21,"love","the","target","idea","fr","of","and","best",0.0300000000002001,FALSE
"790","Our marriage functions through Twitter. It's the only way we can be sure we're reaching one another.",15,"can","be","sure","we're","reaching","in","finising","i",0,FALSE
"791","It's thoughts like this that catch my troubled head when you're away when I am missing you to death",10,"catch","my","troubled","head","when","when","held","my",0.0299999999997453,TRUE
"792","I'm up even though I know my body is gonna feel the lack of sleep I should be getting later.",3,NA,NA,"i'm","up","even","a","on","the",0,FALSE
"793","I figured you'd get a kick out of it lmfao",8,"get","a","kick","out","of","of","on","the",0,TRUE
"794","Let's go to da' beach this summer sister!! Family vaca? I think so(:",4,NA,"let's","go","to","da'","be","the","see",0.0199999999999818,FALSE
"795","Hey #TT, I need tips/a web-site for finding last minute international travel when you don't really care exactly you go. Help!",4,NA,"hey","tt","i","need","know","am","love",0.0100000000002183,FALSE
"796","Viva la Tampa!",2,NA,NA,NA,"viva","la",NA,NA,NA,NA,FALSE
"797","it's not just him. the team can pull it off!",5,"it's","not","just","him","the","the","like","my",0.0299999999997453,TRUE
"798","In Cabo enjoying the sun, sand and surf! Went to #SammysBirthdayBash last night at the #CaboWabo and survived the craziness!",4,NA,"in","cabo","enjoying","the","the","my","a",0,TRUE
"799","just wanted to be the first say welcome to New York.. Can't wait to see you on Saturday. <3 bri",8,"be","the","first","say","welcome","of","best","and",0.0399999999999636,FALSE
"800","ur eyes,ur eyes, I can see in ur eyes, ur eyes, u make me wanna die, I'll never b good enough,&everything you love will burn up in the light",13,"eyes","ur","eyes","u","make","i","get","ever",0.0100000000002183,FALSE
"801","happy ST. Patty's day everyone!",3,NA,NA,"happy","st","patty's","to","whose","stephens",0,FALSE
"802","#FF Back at ya!",2,NA,NA,NA,"ff","back","to","awfully","for",0.0199999999999818,FALSE
"803","Then you clearly didn't read my AWP online diary posts.",2,NA,NA,NA,"then","you","the","you","why",0,TRUE
"804","MONEY IS ALL I KNOW",3,NA,NA,"money","is","all","a","the","your",0.00999999999976353,FALSE
"805","#askObama Ans 7. Promotes Collective Bargaining as the reason for week-ends off, minimum wage. but all have to make adjustments in this econ",12,"the","reason","for","weekends","off","the","a","of",0.0199999999999818,FALSE
"806","An ex is an ex-ample of what you shouldn't do again!!!!",7,"is","an","example","of","what","the","you","your",0.0300000000002001,FALSE
"807","The longer user generated content stays up, the better it gets, ie Wikipedia. True/false/both?",11,"up","the","better","it","gets","was","of","out",0.0199999999999818,FALSE
"808","my heart is yours ♥",4,NA,"my","heart","is","yours","a","the","your",0.0100000000002183,FALSE
"809","really? U just wanted ut cus it looked better with the phone cases then the black one;P haha",5,"really","u","just","wanted","ut","the","my","like",0.0199999999999818,FALSE
"810","Btw, and I will be out there for WWDC. Beer?",2,NA,NA,NA,"btw","and","thanks","for",NA,0,FALSE
"811","Beautiful weather this morning. Screw the jacket.",3,NA,NA,"beautiful","weather","this","is","it","this",0.00999999999976353,TRUE
"812","+ scaling + juice boxes = huzzah!",4,NA,"","scaling","","juice","juice",NA,NA,0,TRUE
"813","Wishing that you could just win the lottery so you can take all the classes you want and purchase all the supplies you need.",20,"you","want","and","purchase","all","i","the","a",0.0300000000002001,FALSE
"814","Pronunciation guide for southerners ""Bordieu"" - if nothing else, try ""Bore- doo.""",2,NA,NA,NA,"pronunciation","guide",NA,NA,NA,NA,FALSE
"815","Whoah what?! Sorry that was just odd cause I never see anyone with their name spelled like mine...0.0",10,"just","odd","cause","i","never","know","am","love",0.0199999999999818,FALSE
"816","for avoiding me",2,NA,NA,NA,"for","avoiding","the","a","me",0.00999999999976353,FALSE
"817","From a vision last night, Jesus is coming, His kingdom is so real, seek Jesus! all that matters is to seek Jesus today.",15,"is","so","real","seek","jesus","much","a","i",0,FALSE
"818","yeah I have a problem....",5,"yeah","i","have","a","problem","of","lot","great",0.0399999999999636,FALSE
"819","Catching up on #americanidol and man my predictions are spot on! New judge next season? Give me a call. . . Lol",14,"spot","on","new","judge","next","the","my","website",0.0100000000002183,FALSE
"820","Stop counting pages and start counting meaningful user experiences?",8,"and","start","counting","meaningful","user","i","user","the",0.0199999999999818,TRUE
"821","that was my fav one",4,NA,"that","was","my","fav","day","is","life",0.00999999999976353,FALSE
"822","In 3 weeks I'll be done with College..... I'm really thinking about leaving Chicago.",3,NA,NA,"in","","weeks","the","my","a",0.0199999999999818,FALSE
"823","what do u be doing down there ?",6,"do","u","be","doing","down","the","in","it",0.0100000000002183,FALSE
"824","Gonna mob either Irish or Madonna, hit me up if u wonna get ur fitness on",3,NA,NA,"gonna","mob","either","either","be","watch",0.0399999999999636,TRUE
"825","Taxes #DONE =)....phew, wasn't near as bad as I thought!",6,"done","phew","wasn't","near","as","near","as","midnight",0.0100000000002183,TRUE
"826","I can just pick you up there if you want...do you have your phone? It's easier to text you",17,"your","phone","it's","easier","to","a","like","for",0.0199999999999818,FALSE
"827","Microsoft: Google Worried About Bing",3,NA,NA,"microsoft","google","worried","can","today","chrome",0.00999999999976353,FALSE
"828","Ready for Yelper Party!",2,NA,NA,NA,"ready","for","for","to","not",0,TRUE
"829","event at the Roux House on Thursday! Get your teams and wine ready.",2,NA,NA,NA,"event","at","call",NA,NA,0,FALSE
"830","I'm wary of inventing new terms in general, but how about ""data translators""? Thoughts, anyone?",13,"but","how","about","data","translators","the","to","it",0.0300000000002001,FALSE
"831","painful but I bet you laughed! Paul has quite the gift of wit.",9,"you","laughed","paul","has","quite","the","been","has",0.0199999999999818,FALSE
"832","I am so crazy about all the characters in that book! I slowed down to a snail's pace at the end bc I was so sad to finish it. Enjoy!",8,"crazy","about","all","the","characters","of","best","and",0.0299999999997453,FALSE
"833","no problem!",2,NA,NA,NA,"no","problem","i","it's","problem",0,TRUE
"834","He is so dumb he can't fart and chew gum at the same time. ~ Lyndon Johnson about Gerald Ford",15,"at","the","same","time","","of","to","best",0.0199999999999818,FALSE
"835","Loving new Maroon 5! can do no wrong in my eyes! Ps thanks for making a good ol' fashion pop song minus the fist pump beats!",12,"wrong","in","my","eyes","ps","the","my","day",0.0100000000002183,FALSE
"836","where is out here in fl? and hit me up when i come to town well do a throw back swisha for back in the day",19,"town","well","do","a","throw","of","lot","great",0.0299999999997453,FALSE
"837","So faded",2,NA,NA,NA,"so","faded","much","i","to",0,FALSE
"838","I'm a very sick child",2,NA,NA,NA,"i'm","a","of","proud","a",0,TRUE
"839","9am on the dot? Sir you're late!",2,NA,NA,NA,"am","on","so","i","the",0.0199999999999818,FALSE
"840","I dont care im still real",4,NA,"i","dont","care","im","know","am","love",0.0100000000002183,FALSE
"841","I think a lot of people, readers included, appreciate the people who only blog when they have something worthwhile",17,"only","blog","when","they","have","the","you","i",0,FALSE
"842","lol that counts:)",3,NA,NA,"lol","that","counts","i","is","was",0.0199999999999818,FALSE
"843","Actually I laughed at loud at yours. RT : My bad. “: I don't trust anyone who uses more than 2 hashtags.",3,NA,NA,"actually","i","laughed","know","am","love",0,FALSE
"844","thanks for the support! Rock on!",2,NA,NA,NA,"thanks","for","for","the","to",0.0199999999999818,TRUE
"845","Chocolate chip chickpea pie underway! I can hardly even taste the chickpeas this time.",3,NA,NA,"chocolate","chip","chickpea",NA,NA,NA,NA,FALSE
"846","Kodashii's shoe is on Tadashii's foot! lol",5,"kodashii's","shoe","is","on","tadashii's","the","a","my",0.0100000000002183,FALSE
"847","did you get the information you needed to order a card? I can get you one today?",16,"i","can","get","you","one","to","are","can",0.0199999999999818,FALSE
"848","Sometimes I regret what I say other times i'm proud",4,NA,"sometimes","i","regret","what","know","am","love",0.0299999999997453,FALSE
"849","Howlin circus makin waves. So stoked !",3,NA,NA,"howlin","circus","makin","makin","circus","waves",0,TRUE
"850","Go see it and see for yourself why you shouldn't go see it. - Samuel Goldwyn",10,"for","yourself","why","you","shouldn't","are","to","can",0.0300000000002001,FALSE
"851","thanks homie i appriciate it. that 80barz and Lawless are the most like how i spit. the Bodie Bag is the most recent.",3,NA,NA,"thanks","homie","i","for","the","to",0,FALSE
"852","Turns out, Charlie Sheen's insanity was just a REALLY early April fools day joke. Looks like we're the fools after all...",18,"joke","looks","like","we're","the","a","the","that",0.00999999999976353,TRUE
"853","i think hes just been there so long they dont care. I first heard that in the late 90's when interned at local FOX station",10,"there","so","long","they","dont","have","don't","belong",0.0199999999999818,FALSE
"854","The industry keeps seeking ways to circumvent the fickle power of pure creativity. But nothing's beat it yet.",8,"seeking","ways","to","circumvent","the","the","be","see",0.0199999999999818,TRUE
"855","Oh, by all means! Yes, ma'am!",5,"oh","by","all","means","yes","the","of","time",0.0100000000002183,FALSE
"856","hey whats up?",3,NA,NA,"hey","whats","up","i","hey","to",0.0199999999999818,FALSE
"857","his chick is bad tho",4,NA,"his","chick","is","bad","a","the","your",0.00999999999976353,FALSE
"858","It was nice coming home from work and see the standings flags flying at Wrigley - Phillies in the basement! Let's go",13,"see","the","standings","flags","flying","of","best","flying",0.0199999999999818,TRUE
"859","Residual Income for stay at home Moms! Best and first business of it's kind. No risk, not MLM! Give info 4 phone interview 360-217-7967",13,"and","first","business","of","it's","the","you","your",0.0100000000002183,FALSE
