"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10","timeToPredict","Correct"
"1460","I TOLD YA'LL DALLAS MAVERICKS WAS GONA WIN THE CHIP... NOW EVERYBODY WHO BET ME ITS TIME TO PAY UP MORE MONEY FOR THE PIGGY BANK","i told yall dallas",5,"mavericks","tonight","tell","austin","loses","mavericks","slapped","spontaneous",NA,NA,NA,0.0100000000020373,TRUE
"1461","Or the bat? That's what they're apparently saying. He's staying in.","or the bat thats what",6,"theyre","great","true","point","real","fantastic","okay","just","im","ready","year",0,FALSE
"1462","smh at some girls. ""but I love him"" foo that's not love, that's desperate, like you said -_-","smh at some girls but i love him foo",10,"thats","thats",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,TRUE
"1463","Third match has begun! Tune in and keep tweeting about GSL We're already trending in the US! BlizzardCup","third",2,"match","week","will","person","position","match","wheel",NA,NA,NA,NA,0.0199999999967986,TRUE
"1464","Karen and Drita don't have to be friends. They should squash it so they could at least be in the same room","karen and drita dont have to be friends they should squash it so they could at least be in the same",22,"room","time","as",NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"1465","Throw your heart over the fence and the rest will follow! ~ Norman Vincent Peale","throw your heart over the fence and the rest",10,"will","of",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1466","how come chipotle can't deliver?? they could have a lil burrito wagon... oh well #wishfulthinking hahaha ......","how come chipotle",4,"cant","cant",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1467","i can take the joy out of ANYthing.","i can take the",5,"joy","night","back","care","though","one","joy","show","place","away","look",0.0100000000020373,TRUE
"1468","they bleed just like us. In my biggie voice.","they",2,"bleed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1469","Hey Coach! Hoping to be a part of your coaches clinic again this year. Need some more info :)","hey coach hoping",4,"to","get","part","colorado","dare","nlm",NA,NA,NA,NA,NA,0,FALSE
"1470","You sure deserve it. Esp. if said all american breakfast includes sausage.","you sure deserve it",5,"esp","know","u","children","esp","itll",NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"1471","#thingsih8doing getting up in the morning !","getting up in",4,"the","the",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"1472","Agree 100%. Was tough to watch. RT : It is sad to do this to Muhammad Ali. Is he this hard up for money?","agree was tough to watch rt it is sad",10,"to","hear","think","see","u","news","guy","finish","challenging","muhammad","partats",0.0200000000040745,FALSE
"1473","We are over halfway through the programming year and the best is yet to come.","we are over halfway through the programming year and the best is yet",14,"to","im","dont","can","never","u","d","show","lets","come","making",0,FALSE
"1474","i haven't scrunched my hair in forever o.O","i havent",3,"scrunched","checked","seen","found","even","done","watched","long","read","received","dropped",0.0199999999967986,FALSE
"1475","Just had a lady with no teeth scream at me and tell me I had roach eggs in my brain....","just had a lady with no teeth scream at me and",12,"tell","my","the",NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"1476","RT: Never give up on life, even when you feel as if life has given up on you.<--- SO TRUE","rt never give up on life even when you feel as if life",14,"has","without","good","know","just","time","even","make","happy","great","love",0.0199999999967986,FALSE
"1477","hey Christian it's don, how are ye?","hey christian",3,"its","don",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1478","Yeah, I'm ready for next season's final answers. Wouldn't mind seeing more of the characters IF they can make it interesting.","yeah im ready for next seasons final answers wouldnt",10,"mind","say","get","take","mind","need","expect","talking","hard","awkward","mark",0.0100000000020373,TRUE
"1479","Geoffrey Gamble, Esq. appointed Chair of the ICC Commission on Trade and Investment: See ICC website.","geoffrey gamble esq appointed chair of the icc commission on trade and investment see",15,"icc","us","u","guys","will","ya","coming","another","go","glad","see",0.0199999999967986,FALSE
"1480","RT : Time to return library books - just looked up one to see if I could borrow it, and found out I have it at home.","rt time to return library books just looked up one to see",13,"if","you","the","your","another","my","if",NA,NA,NA,NA,0.0100000000020373,TRUE
"1481","life is good my friend!!","life is good",4,"my","morning","luck","thing","day","one","start","time","cause","point","question",0.0199999999967986,FALSE
"1482","no such thing with new intro","no such thing with",5,"new","now","know","time","going","im","new","say","said","told","interested",0.0100000000020373,TRUE
"1483","Hello again to all my friends, together we can play some Rock n' Roll!","hello again to",4,"all","new","hello","ya","friends","ian","kitty","longest","missouri","rain","valerie",0.0200000000040745,FALSE
"1484","It's really amazing how if you pitch shift Bryan Adams down he almost sounds legitimately soulful.","its really amazing how if you pitch shift bryan",10,"adams","adams",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1485","My man M.C.A.'s got a beard like a billy goat.","my man mcas got a beard like a",9,"billy","clown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1486","Alright now","alright",2,"now","now","just","time","thanks","ill","w",NA,NA,NA,NA,0.0100000000020373,TRUE
"1487","Finally gettin back in shape, playing shape that is. Throwin off the mound soon.","finally gettin back in shape",6,"playing","will","things","water","speak","playing","throwin",NA,NA,NA,NA,0.0199999999967986,TRUE
"1488","I like how my room stays at comfortable 17 million degrees :D","i",2,"like",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1489","the G should go.","the g",3,"should","go","certified","hillarious","mad",NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"1490","What a beautiful day it is! Perfect for the opening of 8pm N'est pas?","what a beautiful day it is perfect for the opening of pm nest",14,"pas","pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"1491","Killer: Donald Driver on to the finals on DWTS!","killer donald driver on to the finals on",9,"dwts","beach","back","phone","way","road","floor","team","site","side","like",0.0199999999967986,FALSE
"1492","cant believe MY Snooks is 6 years old today!!! :) Happy Birthday Jamie! <3","cant believe my snooks is years old",8,"today","just","school","friend","still","soon","people","ass","today","guy","high",0.0100000000020373,TRUE
"1493","You have until next Friday to get your name in the raffle for the Mother's Day Spa Package.","you have until",4,"next",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1494","yes they sure do.","yes",2,"they","yes","rt","can","maam","sir","go","know","just","glad","sure",0.0199999999967986,FALSE
"1495","Upgraded to DVR just to make sure I catch #BeavisAndButtHead ... :)","upgraded",2,"to","iphone","vip","dvr",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"1496","Just got to Intelligentsia - free WiFi, yea! Still setting up, and I am in the middle of the shop with notebook and Webcam!","just got to intelligentsia free wifi yea still setting up and i am in the middle of the shop with notebook",22,"and","last","webcam",NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1497","its because your in there","its because",3,"your",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1498","Look for the man with the silver Pan!!!!!!!!!1","look for the man with the",7,"silver","im","night","just","want","love","ever","take","asked","song","will",0.0100000000020373,FALSE
"1499","oh, no! If toenails are could cry, i would be crying:(","oh no",3,"if",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1500","plastic is so five minutes ago ;)","plastic is",3,"so",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1501","Happy National Siblings Day!","happy",2,"national","birthday","mothers","new","happy","thanksgiving","joy","hour","friday","easter","holidays",0,FALSE
"1502","hey, since im SO immature :) its time to actually start acting like it:D","hey since im so immature its",7,"time","time",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"1503","NYC Musetechies, how many of us are still here, and what prank can we play on everybody who's gone to #mw2012 ?","nyc musetechies how many of us are still here and what",12,"prank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1504","I don't share, sorry :p lol","i dont share sorry",5,"p","meant","p","know","just","im","dont","ass","show","life","cant",0.0100000000020373,TRUE
"1505","Look me up!","look",2,"me","like","forward","great","twitter","much","new","good","tweet","tell","things",0,FALSE
"1506","Thanks for the retweet, Maria!","thanks for the retweet",5,"maria","tweet","believe","maria",NA,NA,NA,NA,NA,NA,NA,0,TRUE
"1507","Feeling much better","feeling much",3,"better","better","love","fun","following","im","work","appreciate","got","like","just",0.0200000000040745,TRUE
"1508","Girls with gagues >>","girls",2,"with","dont","can","love","well","always","will","world","lot","putting","stick",0.0199999999967986,FALSE
"1509","Is sick. Not feeling to well :(","is sick",3,"not","know","people","keep","feeling","weather","dancing","child","cleveland","dis","vick",0,FALSE
"1510","OK, you both have my information.","ok you both",4,"have","need","just","think","ha","watching","god","hear","ill","fuck","stage",0,FALSE
"1511","Hausa people are wicked!!!!!.","hausa people",3,"are","like","know","just","dont","life","ask","think","saw","happy","can",0.0100000000020373,FALSE
"1512","I don't care about smoking pot per se. Point was that drug war is most insidious racist force in country right now.","i dont care about smoking per se point was that drug war is most insidious racist force",18,"in","ones","anyone","coming","country",NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"1513","Why do I stay up so late ? 😥","why do i stay up",6,"so","tuned","home","mind","true","will","close","right","hotel","thru","late",0.0100000000020373,FALSE
"1514","you are one of the most luckiest guys in the world.","you are one of the most",7,"luckiest","my",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"1515","If your actions inspire others to dream more, learn more, do more and become more, you are a leader. John Quincy Adams","if your actions inspire others to dream more learn more do more and become",15,"more","next","part","famous","empire","leader","mentally","unit","wealthy",NA,NA,0.0100000000020373,FALSE
"1516","let's go younngggiinnnnn","lets",2,"go","go","get","keep","just","see","hope","meet","lunch","talk","commit",0.0200000000040745,TRUE
"1517","Why does your computer have 12 updates when you are ready to go home? #unplug?","why does your computer",5,"have","crashing","keyboard","lab","updates",NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"1518","will do","will",2,"do","get","never","post","follow","make","one","ever","help","take","first",0,FALSE
"1519","Madeline Forester will be live on 1180am Friday morning @ 742am discussing her cd release party that evening @ Boulder Brooks Landing.","madeline forester will be live on am friday",9,"morning","night","get","morning","going","im","new","year","good","still","th",0.0100000000020373,TRUE
"1520","Shoot, didn't realize you hadn't read that. My Finnick Odair joke from the other day probably went right past you lol.","shoot didnt",3,"realize","get","know","play","work","realize","even","say","watch","need","expect",0.0199999999967986,TRUE
"1521","thanks for the follow, we're looking forward to a great week!","thanks for the follow were looking forward to a",10,"great","great",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"1522","have fun! Love Edwardsville!","have",2,"fun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1523","Ah hell I'm back!!!!","ah im",3,"back","just","glad","going","bored","gonna","proud","sorry","sure","ready","really",0.0199999999967986,FALSE
"1524","It is likely for there to be a dance with life, a artsy reply to its intrinsic limitations and concerns.","it",2,"is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1525","We're on our way p.s. i'm hungry","were on",3,"our","our",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"1526","That was right up your alley, PM.","that",2,"was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1527",":( this is not a good time...","this is not a",5,"good","good",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1528","i never listen/fuck wit sumone that wont help me get nowhere","i never listen",4,"wit","us","say","thanks","real","nd","right","museum","random","neighbors","cue",0.0100000000020373,FALSE
"1529","Nice! RT “: february 2012...Los Angeles with school to help the poor!”","nice rt “ february los angeles with",8,"school","school",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"1530","Don't be a jealous hoe, mind yours.","dont be a jealous hoe mind",7,"yours","day","im","dont","running","heat","seeing","let","stumbles",NA,NA,0.0200000000040745,FALSE
"1531","Always gon be the best 2 me! RT : Kobe Bryant: ""It's always funny to hear the ""Kobe Sucks"" chant because why provoke me...It's fun.""","always gon be the best me",7,"rt","friend","thing","luck","show","night","follow","rt","one","can","u",0.0199999999967986,TRUE
"1532","today was fun minus the part where i hit my head on a wall.","today was fun minus the part where",8,"i","new","really","something","secret","hit","highest","idea","meeting","dancing","father",0.0100000000020373,FALSE
"1533","He don't want none of Barber Yano neither.","he dont want none of",6,"barber","need","barber",NA,NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,TRUE
"1534","Happy Mother's Day sis!!!!!! Ah I can't believe it!!!!!! So happy for you! I love you so much!","happy mothers day sis ah i cant believe it so happy for",13,"you","birthday","mothers","new","happy","thanksgiving","joy","hour","friday","easter","holidays",0.0199999999967986,FALSE
"1535","best to assume that anything you put in digital form can end up just about anywhere. Best advice, have nothing to hide.","best to assume that anything",6,"you","else","can","favorite","without","put","life","yet","intriguing","less","nato",0.0100000000020373,FALSE
"1536","Thanks for the tweet!","thanks for",3,"the","the","following","making","sharing","being",NA,NA,NA,NA,NA,0.0200000000040745,TRUE
"1537","Two new favorite colors -- !!","two new favorite",4,"colors","kind","time","years","people","album","news","interview","part","tv","quote",0.0199999999967986,FALSE
"1538","I just walked past there last night. I recommend Salem Beer Works if you're looking for a place for lunch/dinner.","i just walked past there last night i recommend salem works if youre looking for a place",18,"for","get","know","like","much","time","im","find","new","happy","love",0,FALSE
"1539","ahahha oh shit busted we're at Elixer come hang!","ahahha oh",3,"busted","yeah","know","well","twitter","shit","boy","gosh","thank","like","just",0.0100000000020373,FALSE
"1540","Spinning deep, soul, sexy house at the EPIC hotel from now til 11pm...come by, Miami is beautiful tonight!","spinning deep soul sexy house at the epic hotel from now",12,"til","im","know","back","following","time","really","can","lol","thats","need",0.0199999999967986,FALSE
"1541","It's 9 o' clock in the mornin', conversation got boring.","its o clock in the",6,"mornin","world","morning","next","studio","middle","top","right","nfl","day","woods",0.0100000000020373,FALSE
"1542","There's a reason I don't remember ever watching all of Bambi - it sucks","theres a reason i dont remember ever",8,"watching","seen","ever","get","day","sure","see","saw","good","one","watching",0.0199999999967986,TRUE
"1543","call me again baby","call me",3,"again",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1544","I know what a Belmont transfer is and THAT IS DIRTY.","i know what a belmont transfer is",8,"and","dirty",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1545","I'm a little nigga, thats why its so raw to just watch me battle lions, cause I'm a little skinny nigga battlin' niggas three times my size","im a little thats why its so raw to just watch me battle lions cause im",17,"a","just","glad","going","bored","gonna","proud","sorry","sure","ready","really",0,FALSE
"1546","Go OKC ! We on Are Way","go okc we",4,"on","way",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"1547","#autismspeaks raise awareness for autism","raise awareness for",4,"autism","autism",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"1548","Tony Soprano had a similar moment with his son. I guess I offer that 2 make u feel better, but now that I type it, not so sure.","tony soprano had a similar moment with his son i guess i offer that make u feel better but now",21,"that","im","know","back","following","time","really","can","lol","thats","need",0.0199999999967986,FALSE
"1549","Just got home looks like its going to be another tuna night!!!!","just got home looks like its going to be another",11,"tuna","day","one","follow","great","beer","show","name","script","apology","blessed",0.0100000000020373,FALSE
"1550","continued: also describes some interesting issues relating to data ownership in his blog post on web-scale library systems","continued also describes some interesting issues relating to data ownership in his blog post on webscale",17,"library","library",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,TRUE
"1551","A bold lip, and white or colored jeans! // RT : #trending: striped tees. What are you pairing it with?","a bold lip and",5,"white","white","wtf",NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1552","Want to win a room & VIP table for Thursday? Follow & RT to be entered!","want to",3,"win","be","get","hear","know","follow","see","use","win","read",NA,0.0100000000020373,TRUE
"1553","thanks so much for the lovely reception tonight. It was a great venue and a wonderful time!","thanks so much for the lovely",7,"reception","dont","memories","homeless","reception",NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1554","Today is going good so far","today is going good",5,"so","morning","luck","thing","day","one","start","time","cause","point","question",0,FALSE
"1555","i followed (:","i",2,"followed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1556","Btwn GA and Scandal, she's got me!","btwn ga and scandal",5,"shes","shes",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"1557","this scared me for a sec! but i know youre coming back :D","this scared",3,"me","minutes","sec",NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"1558","How true! RT! we may have to create our own medicating area ....","how true rt we may have to create our own medicating",12,"area","area",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"1559","I desperately need a nap.","i desperately need a",5,"nap","get","info","see","new","worry","life","sleep","now","go","know",0.0200000000040745,FALSE
"1560","It's Friday!! Who is going out for a ride this weekend?","its friday who is going out",7,"for","bed","go","great","tomorrow","tonight","win","sleep","trouble","get","back",0.0199999999967986,FALSE
"1561","does not understand how her neighbors party until four in the morning and then wake her up at eight!","does not understand how her neighbors party until four in the morning and",14,"then","best","back","get","school","make","us","good","happy","everyone","u",0.0100000000020373,FALSE
"1562","Hahaha why would you do that??","hahaha",2,"why","know","im","yeah","best","guy","heard","skyrim","yess",NA,NA,0,FALSE
"1563","It was a great day in Buffalo! Hope it was a great day everywhere else! Happiness is days like this!","it was a great day in buffalo hope it was a great day everywhere",15,"else","else","spring","fibonacci",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1564","I Hate How If You Have A BestFriend Thats A Guy EveryOne Thinks Your Dating","i hate how if",5,"you","you",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"1565","hey, great ideas, follow me & I'll follow you","hey",2,"great","im","hey","whats","like","just","want","great","can","love","everyone",0,TRUE
"1566","Hey I'm thinking of doing a monologue contest type of thing would you be interested in entering it if I did?","hey im thinking of doing",6,"a","school","really","guys","anyone","last","meet","late","bout","leaving","ms",0.0100000000020373,FALSE
"1567","bless me father for I have sinned ;)","bless",2,"me","today","every","father",NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1568","aww which grade? :)","aww",2,"which","well","little","guys","grade","thank","cute","dress",NA,NA,NA,0.0299999999988358,FALSE
"1569","we are both rescuez. :)","we",2,"are",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1570","I like that I have glitter stuck to my shoes instead of mud.","i like that i have glitter stuck to my shoes",11,"instead","instead","fontanas","handbags",NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,TRUE
"1571","no one said it had to be pretty, but it's nice to breath again. 7-0-0 #sportingkc let's do it again on Saturday!","no one said it had to be pretty but its nice",12,"to","to",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1572","so watsup this morning","so",2,"watsup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1573","Thank you for your","thank",2,"you","much","rt","god","im","though","service","one","happy","great","everyone",0.0100000000020373,FALSE
"1574","Congratulations for winning our March PitchOff","congratulations for winning our march",6,"pitchoff","th","jedi","madness","pitchoff","stabbing",NA,NA,NA,NA,NA,0,TRUE
"1575","it is such a well-conceived show with 8+ compelling characters","it is such a wellconceived show with",8,"compelling","guys","called","go","get","much","time","going","gonna","rt","even",0.0199999999967986,FALSE
"1576","Haha! Except I wouldn't get there until tomorrow. I'll just follow the hashtag... is there one?","haha except i wouldnt get there until tomorrow ill just follow",12,"the","back","follow","please","us","u","d","friday","ill","get","glad",0.0100000000020373,FALSE
"1577","I LOVE the Fiat Cinquecento, but you should never buy a new car the first model year; and next year, everyone will have one.","i love the fiat cinquecento but you should never buy a new car the first model year and",19,"next","old","now","next","ago","much","day","believe","though","can","everyone",0.0199999999967986,TRUE
"1578","Thanks so much! Put a long day of work in today, so much to do in so little time!","thanks so much put a long day of work",10,"in","now","today","hard","send","just","think","day","week","im","rt",0,FALSE
"1579","Know how it takes time to build a reputation? Yeah, well, one use of the wrong finger can destroy it quickly. Just sayin’.","know how it takes time to build a reputation yeah well one use of the wrong finger can destroy it",21,"quickly","quickly",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"1580","I swear today was the best, :)","i swear today was",5,"the","fun",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1581","Liberals have many tails and chase them all. ~ H. L. Mencken","liberals have many tails and chase them all h l",11,"mencken","bigger","mencken",NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"1582","Dear , is there anything you can do to make your website faster? Or at least put the ""jobs"" button back on the front page?","dear is there anything you can do to make your website faster or at least put the jobs button back on the",23,"front","beach","back","phone","way","road","floor","team","site","side",NA,0.0200000000040745,FALSE
"1583","#FollowBack contact us for your Video Production | Graphic Design | Photography needs!","contact us for your video production graphic design",9,"photography","im","build","wish","development","mold","photography","scratchoff",NA,NA,NA,0.0199999999967986,TRUE
"1584","Pussy so good make em wanna sing to it","so good make em wanna sing to",8,"it","song","show","jesus","rp",NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"1585","can i get a refill ..","can i get",4,"a","home",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"1586","nobody is selling any good used kayaks right now, ugh.","nobody is selling",4,"any","good","film",NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1587","SloPig was a great hit with lots of great chefs and bartenders. Thanks everyone who came out and tried our punch!","slopig was a great",5,"hit","day",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"1588","Just finished #reading The Shrinking of Treehorn, and how I have another name for another of my non-existent children! This will not do.","just finished the shrinking of treehorn and",8,"how","another",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"1589","Gimme a time bb!","gimme",2,"a","time",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"1590","I couldn't agree more with your last tweet. It is so frustrating from that aspect being a part of a ""local"" band.","i couldnt agree more with your last tweet it is so frustrating from that aspect being a part of a",21,"local","good","baby",NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1591","30 minutes to Kentucky game. Hope I can stay awake to watch them win!","minutes",2,"to","ha","ago","without","show","tonight","long","come","folks","kentucky","pass",0.0199999999967986,FALSE
"1592","hey!!! That's great!! I was wondering. Yeah, musicians are lame.","hey thats great i",5,"was","day","see","job","event","time","week","work","point","people","seeing",0.0100000000020373,FALSE
"1593","Also want opportunities to work w/other museum depts & build one's own professional development. For many, FOH is first step.","also want opportunities to work wother museum depts build ones own professional",13,"development","get","make","will","break","wind","okay","ive","town","listen","cake",0.0200000000040745,FALSE
"1594","Sometimes snowboarder style can venture into the meat packer realm.","sometimes snowboarder",3,"style","style",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,TRUE
"1595","psshhaaww. no. ricky is too. its either ricky or cats..mostly ricky though","psshhaaww no ricky is too its either ricky or catsmostly ricky",12,"though","though","either","catsmostly",NA,NA,NA,NA,NA,NA,NA,0,TRUE
"1596","City Cafe sets the pace for Midtown's Public Safety fund as a Diamond Sponsor! Thank you City Cafe!!","city cafe sets",4,"the","pace","dysfunction","webcam",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"1597","#truth your the dumb one. #fact I'm the smart one","your the",3,"dumb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1598","Spend Easter in #SanDiego & create #family memories w/ Easter Bunny appearances, an underwater Easter egg hunt & more! Info to come.","spend easter in create memories w",7,"easter","cover","happy","take","th","win","someone","last","easter","live","solid",0.0100000000020373,TRUE
"1599","i love you goodnight :)","i love you",4,"goodnight","you",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1600","I'd still like to think that the song ""No Scrubs"" is about the TV show.","id",2,"still","like","still","love","rather","even","start","say","live","charge","also",0.0199999999967986,TRUE
"1601","The song Livin On a Prayer will forever now remind me of","the",2,"song",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1602","ughg! that link didn't work, send it again chi","ughg that",3,"link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1603","US source back from Haiti on delivering shelter to injured and homeless. Source is from Shelterbox USA. Interested 4 AC360?","us source back from haiti on delivering shelter to injured and homeless source is from shelterbox",17,"usa","usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"1604","what do you think about the spontaneous streak this week?","what do you think about the spontaneous",8,"streak","streak",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,TRUE
"1605","P is for Punjab; A is for Afghan Pathans of the North-West Frontier; K is for Kashmir; S is for Sind; Tan is for Baluchistan.","p is for punjab a is for afghan pathans of the northwest frontier k is for kashmir s is for sind tan",23,"is","baluchistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1606","“: Love when he puts on his button-up in the morning, hate having to take it off him at night. #TSM”","“ love when he puts on his buttonup in the morning hate having to take",16,"it","night","back","care","though","one","joy","show","place","away","look",0.0199999999967986,FALSE
"1607","The Lucky One is by far.. the best book ever.","the lucky one is by",6,"far","day","time","direction","favorite","thing","best","get","im","friend","next",0.0100000000020373,FALSE
"1608","Ha, this a bad time to be claiming the Vikings.","ha this",3,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1609","I don't think you did you challenge today on instagram??","i dont think you",5,"did","know","really","will","like","time","really","might","last","now","know",0.0299999999988358,FALSE
"1610","I will make the beef you will need to make the pork","i will make the beef you will need to make the",12,"pork","sure","difference","one","better","music","great","look","grossed","heart","money",0.0100000000020373,FALSE
"1611","Guess I was late to bed; ghost has already started wandering thru the house. Heard it walk into kitchen, checked, nobody in there. Pets all","guess i was late to bed ghost has already started wandering thru the",14,"house","house","brighton","credits","inculcation",NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1612","Used 2B gay ""marriage"" or ""same-sex"" #marriage scare-quoted, now it's ""traditional"" in MSM, meaning it's all","used b marriage or same scarequoted now its traditional in msm meaning",13,"its","fun","meatloaf",NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"1613","It's time for a solo walk along the beach #YOLO <3","its time for",4,"a","get","day","one","build","eat","lunch","now","go","back","just",0,FALSE
"1614","Hi Teala! Could i get a follow back from you today? :)","hi",2,"teala","everyone","im","love","thanks","sexy","ryan","lanett","sueanne","tamara","tara",0,FALSE
"1615","When you see guys in Victoria Secret looking at thongs >","when you see guys in",6,"victoria","tonight","now","know","like","just","want","make","one","great","dont",0,FALSE
"1616","Fun Fact Friday: Family travelers take an average of 4.5 trips each year. Where is your next one?","fun fact friday",4,"family","night","get","morning","going","im","new","year","good","still","th",0.0199999999967986,FALSE
"1617","I love Pandora is great at work","i love pandora is",5,"great","great",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"1618","I just automatically gravitate toward him lol. It's like radar","i",2,"just",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1619","Hey guys! Tweets here are coming to you from John Talerico and our social media manager,","hey guys tweets here",5,"are","now","like","much","bad","looking","anyone","coming","join","didnt","wondering",0.0199999999967986,FALSE
"1620","So ready or the weekend #tired AF","so ready or",4,"the","go","just","done","next","take","tonight","weekend","whole","american","strong",0.0100000000020373,FALSE
"1621","Lost season 6 is damn good. :)","lost season is",4,"good","im","like","can","long","give","tickets","stay","later","instead","damn",0.0199999999967986,FALSE
"1622","Hey guy riding by on the Harley: TURN YOUR FREAKING RADIO DOWN. It's not even 7am.","hey guy riding by on the harley turn your freaking radio down its not",15,"even","the","even","available",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
