"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","timeToPredict","Correct","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10"
"1219","She's furnished her home with an eclectic mix. Two of the most striking pieces are 17-foot-long wooden sideboards dating to the mid-1800s from a Texas mercantile store. Nearby, she grouped a black Barcelona chair, a clean-lined chartreuse sofa and more ornate furniture pieces in her living-room area.","shes furnished her home with an eclectic mix two of the most striking pieces are footlong wooden",18,"sideboards","sideboards",0.0200000000040745,TRUE,"slat","slips",NA,NA,NA,NA,NA,NA,NA
"1220","The efforts have been underway for some time, Golembeski added.","the efforts have been underway for",7,"some","time",0.0199999999967986,FALSE,"determine",NA,NA,NA,NA,NA,NA,NA,NA
"1221","""At the seventh-inning stretch, I go around and ask people, 'Can I have your bottle if it's empty?' Usually they give it to us,"" Sam said.","at the seventhinning stretch i",6,"go","center",0.0299999999988358,TRUE,"hes","go","widely","defense","february","coming","deemed","halfcentury","ordeal"
"1222","Tony Shalhoub, ""Monk""","tony",2,"shalhoub","won",0.0100000000020373,FALSE,"lost","d","chances","reports","intimacy","mack","pleased","perkins","dorsett"
"1223","2. Terrell Buckley's 40-yard interception return on Michigan's second play begins a 51-31 rout at the Big House in 1991, preserving FSU's No. 1 ranking.","terrell buckleys yard",4,"interception","said",0.0199999999967986,TRUE,"go","field","drive","touchdown","interception","picking","dash","td","ripping"
"1224","An increased demand for nurses with bachelor's degrees in nursing is predicted as the U.S. population ages.","an increased demand for nurses with bachelors degrees in nursing is predicted as the us population",17,"ages","center",0.0100000000020373,TRUE,"many","growth","ages","according","decade","drop","means","shifted","losses"
"1225","The national debt has grown significantly in recent years and it keeps rising at this very moment. The way that people get into debt is from spending and I believe that the U.S. has been spending too much. I am not very involved with politics or with the government, but from what I have seen, the U.S. is spending a great deal of money on useless things. I think it is time for major spending cuts. They need to start using their spending money to repay all the countries they have borrowed from in the past. If the spending does not stop, then the U.S. will continue to go further in to debt. With out all the useless spending, the U.S. can save some of that money to pay off the debt that has grown significantly. They can start to pay it off slowly, but a little at a time is better than nothing. I am just a high school student so I understand that my knowledge of economics is basic. However, this is the only solution that makes sense to me.","the national debt has grown significantly in recent years and it keeps rising at this very moment the way that people get into debt is from spending and i believe that the us has been spending too much i am not very involved with politics or with the government but from what i have seen the us is spending a great deal of money on useless things i think it is time for major spending cuts they need to start using their spending money to repay all the countries they have borrowed from in the past if the spending does not stop then the us will continue to go further in to debt with out all the useless spending the us can save some of that money to pay off the debt that has grown significantly they can start to pay it off slowly but a little at a time is better than nothing i am just a high school student so i understand that my knowledge",168,"of","people",0.0400000000008731,FALSE,"situation","offensive","fill","economics","steam",NA,NA,NA,NA
"1226","The Dow Jones industrial average lost 51.24, or 0.4 percent, to 11,993.16. The Nasdaq composite dipped 14.64, or 0.5 percent, to 2,700.97.","the dow jones industrial average lost or percent to the nasdaq composite",13,"dipped","basin",0.0100000000020373,TRUE,"dipped",NA,NA,NA,NA,NA,NA,NA,NA
"1227","Pumper, a former D-A-S Construction executive, has said he got favors from Dimora over the years by doing free home improvements and bribing him with cash and gifts. Pumper faces six years in prison for that and other corruption-related schemes. He is now cooperating with federal investigators.","pumper a former das construction executive has said he got favors from dimora over the years by doing free home improvements and bribing him with cash and gifts pumper faces six",32,"years","years",0.0199999999967986,TRUE,"games","months","times","days","city","rebounds","police","hits","innings"
"1228","Michael D. McGuire","michael d",3,"mcguire","r",0.0100000000020373,TRUE,"top","although","approved","wound","mcguire","rockefeller","roosevelt",NA,NA
"1229","The Arizona Senate on Monday approved Senate Bill 1070, a wide-ranging illegal-immigration measure that, among other things, makes it a state crime to be in the country illegally and requires local law enforcement to determine an individual's legal status if there is reasonable suspicion that he or she is in the U.S. illegally. Brewer has until the end of the day Saturday to sign it, veto it or do nothing and allow it to become law.","the arizona senate on monday approved senate bill a wideranging illegalimmigration measure that among other things makes it a state crime to be in the country illegally and requires local law enforcement to determine an",36,"individuals","whether",0.0499999999956344,FALSE,"many","really","democratic","exactly","diets","mood",NA,NA,NA
"1230","He plans to officially end his campaign in the coming days and endorse Romney.","he plans to officially end his campaign in the",10,"coming","first",0.0100000000020373,FALSE,"third","second","us","last","past","middle","air","world","process"
"1231","The new bill also requires the utility to obtain the necessary permits before applying for the facility review.","the new bill also requires the utility to obtain the necessary",12,"permits","first",0.0200000000040745,TRUE,"issue","democratic","perhaps","permits","save","papers","prevent","signatures","inevitable"
"1232","Staff members from those two agencies are now working with a consultant to design a multi-faceted study that will eventually come up with specific options and price tags for needed improvements to the highway.","staff members from those two agencies are now working with a consultant to design a multifaceted study that will eventually come up with specific options and price tags",29,"for","still",0.0299999999988358,FALSE,"needed",NA,NA,NA,NA,NA,NA,NA,NA
"1233","""Tony D, although he was very tough, there was no malice. He wanted nothing but the best for you. He just handled you a different way.""","tony d although he was very tough there was no malice he wanted nothing but the best for you he",21,"just",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","""He (was) always on duty,"" Jewett said. ""If he's on the golf course talking about Salvation Army with people, he's representing the Salvation Army.""","he was always on",5,"duty","will",0.0299999999988358,FALSE,"going","remember","know","think","want","thing","bit","one","done"
"1235","But Jack Leary is gone.","but jack leary",4,"is","gone",0.0100000000020373,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236","Those limited options are not good for them -- or acceptable for a city that hopes to rebound using a rejuvenated educational system as a springboard.","those limited options are not good for them or acceptable for a city that hopes to rebound using a rejuvenated educational system as a",25,"springboard","result",0.0200000000040745,FALSE,"team","coach","player","community","man","gift","whole","future","freshman"
"1237","Adjutant General David S. Baldwin, appointed by Gov. Jerry Brown in April, said his top priority for the wing is safe operations and effective defense of U.S. airspace. Baldwin said he expects Said to ""put this wing on the glide path to becoming the best wing in the U.S. Air Force.""","adjutant general david s baldwin appointed by gov jerry brown in april said his top priority for the",19,"wing","first",0.0100000000020373,FALSE,"next","second","state","past","year","us","rest","season","big"
"1238","Hamada says the company would have stayed close to home if possible, but logistics dictated otherwise.","hamada says",3,"the","going",0.0199999999967986,FALSE,"new","company","got","will","think","get","also","like","lot"
"1239","The agencies assigned AAA ratings to securities tied to risky subprime mortgages that later went bad and helped cause the housing bust. Afterward, the agencies had to downgrade many of the bonds as home-loan delinquencies soared and the value of those investments sank.","the agencies assigned aaa ratings to securities tied to risky subprime mortgages that later went bad and helped cause the housing bust afterward the agencies had to",28,"downgrade","be",0.0100000000020373,FALSE,"close",NA,NA,NA,NA,NA,NA,NA,NA
"1240","""Today, unelected judges cast aside the will of the people of California who voted to protect traditional marriage. I believe marriage is between a man and a woman and, as president, I will protect traditional marriage, and appoint judges who interpret the Constitution as it is written and not according to their own politics and prejudices.""","today unelected judges cast aside the will of the people of california who voted to protect traditional marriage i believe marriage is between a man and a woman and as president i",33,"will","barack",0.0199999999967986,TRUE,"obama","said","ceo","st","will","one","war","government","tony"
"1241","The Silver Dollar: If you want straight whiskey in the new Louisville, this is the place. Dozens of whiskeys (and tequilas) line the shelves behind the bar, and they arrive both in an ambitious cocktail list and on their own. Silver Dollar fashions itself a modern honky-tonk, featuring a large American flag across a brick wall (likely more for the motif than patriotism), country music spinning from a turntable and barbecue in the kitchen. It attracts a young and boisterous crowd. Think of it as Meat's fun younger brother. 1761 Frankfort Ave., 502-259-9540; http://www.whiskeybythedrink.com","the silver dollar if you want straight whiskey in the",11,"new","first",0.0100000000020373,FALSE,"third","second","us","last","past","middle","air","world","process"
"1242","While her husband served as president, Betty Ford's comments weren't the kind of genteel, innocuous talk expected from a first lady, and a Republican one no less. Her unscripted comments sparked tempests in the press and dismayed President Gerald Ford's advisers, who were trying to soothe the national psyche after Watergate. But to the scandal-scarred, Vietnam-wearied, hippie-rattled nation, Mrs. Ford's openness was refreshing.","while her husband served as president betty fords comments werent the kind of genteel innocuous talk expected from a first lady and a republican one no less her unscripted",30,"comments","comments",0.0199999999967986,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","""When I start playing, that's just going to be the true test if I'm ready,"" Leinart said Wednesday. ""Leading up to then, there's not much I can do except work hard.""","when i start playing thats just going to be the",11,"true","only",0.0300000000061118,FALSE,"guy",NA,NA,NA,NA,NA,NA,NA,NA
"1244","Roundup River Ranch","roundup",2,"river","river",0.0199999999967986,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","A levy for Willoughby-Eastlake schools, rated ""excellent"" by state officials and serving 8,729 students, failed in November. District officials said they would likely face state takeover if the 10-year, 4.99-mill levy didn't pass this time around. It did.","a levy for willoughbyeastlake schools rated excellent by state officials and serving students failed in november district officials said they would likely face state takeover if",27,"the","year",0.0100000000020373,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","Elizabeth Sullivan, editor of The Plain Dealer's editorial page, is not ambivalent about the importance of endorsements at all, from president on down, but especially for local races.","elizabeth sullivan editor of the plain dealers editorial page is not ambivalent about the importance of endorsements at all",20,"from","times",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","""Mr. Bement's probably sweating right now,"" Lesowski said. ""And he should be.""","mr bements probably sweating right now lesowski said",9,"and","statement",0.0299999999988358,FALSE,"will","monday","thats","many","weve","think","one","state","hes"
"1248","He won't fight Pacquiao unless he's convinced he doesn't use steroids — something, by the way, that only Mayweather has accused the Filipino of doing. And there will be no convincing Mayweather that he's wrong.","he wont fight pacquiao unless hes convinced he doesnt use steroids — something by the way that only mayweather has accused the filipino of",25,"doing","year",0.0200000000040745,FALSE,"most","season","new","best","time","day","us","world","game"
"1249","Ordinarily, the researchers said in their report, this increased plant growth would be accompanied by decreases in water clarity, but that is not what the data show at Lake Baikal. This finding, they said, ""highlights the importance of establishing monitoring for 'early warming' before a need for monitoring may be perceived visually.""","ordinarily the researchers said in their report this increased plant growth would be accompanied by decreases in water clarity but that is",23,"not","not",0.0299999999988358,TRUE,"why","the",NA,NA,NA,NA,NA,NA,NA
"1250","2 Rearrange furniture groupings centered on a fireplace, or arranged for wintertime coziness. Instead, bring those pieces closer to open windows, fresh air and the light from longer days.","rearrange furniture groupings centered on a fireplace or arranged for wintertime coziness instead bring those pieces closer to open windows fresh",22,"air","fruit",0.0199999999967986,TRUE,"possible","republic","hot","air","adjacent","basil","borrows","cic","definitions"
"1251","For children who attended other neighborhood schools before transferring to Thorpe and Muir, the differences in the climate and campus culture are palpable, they said.","for children who attended other neighborhood schools",8,"before","will",0.0100000000020373,FALSE,"day","week","said","get","president","development","two","state","can"
"1252","Tóibín is strong at depicting the way restrained passion works. But leaving Enniscorthy has not allowed Eilis to be suddenly transformed into a woman fully in touch with her feelings or capable of expressing them. She moves more slowly than Tony, and intimacy is strange territory for her, but she seems almost ready to let go, breaking the grip of her past, when she is summoned back to Enniscorthy.","t�ib�n is strong at depicting the way restrained passion works but leaving enniscorthy has not allowed eilis to be suddenly transformed into a woman fully in touch with her feelings",31,"or","least",0.0199999999967986,FALSE,"original","capable",NA,NA,NA,NA,NA,NA,NA
"1253","""I don't think Americans can sit around and put up with this anymore. TSA needs to just do their job and not intimidate people.""","i dont think americans can sit around and put up with this anymore tsa needs to just do their job and",22,"not","creation",0.0299999999988358,FALSE,"said","done","can","growth","also","make","side","cuts","didnt"
"1254","Sophia Sherrod, 8 months, isn't so easy. Having her photo taken with her brother, David, 11, she's not happy.","sophia sherrod months isnt so easy having her photo taken with her brother david",15,"shes","johnson",0.0300000000061118,TRUE,"will","s","smith","learned","instead","shes","agree","vs","beckham"
"1255","And he never was given the chance to see the finished product. About an hour and 15 minutes before tipoff, as former Blazers forward Gerald Wallace addressed a throng of local reporters and DeShawn Stevenson munched on chicken wings and french fries in the visiting locker room, Williams sat in his corner stall, rubbing his head and sighing deeply.","and he never was given the chance to see the finished product about an hour and minutes before tipoff as former blazers forward gerald wallace addressed a throng of local reporters and deshawn stevenson munched on chicken wings and french fries in the",44,"visiting","first",0.0199999999967986,FALSE,"third","second","us","last","past","middle","air","world","process"
"1256","""He's a game-changer.""","hes",2,"a","got",0.0100000000020373,FALSE,"going","still","good","just","also","lot","best","weve","hes"
"1257","Fitch said the contract with Jennings calls for the county to conduct a ""top-to-bottom"" review of the city's Police Department, from its policies and efficiency, to the way it handles and inventories evidence.","fitch said the contract with jennings calls for the county to conduct a toptobottom review of the citys police department from its policies and",25,"efficiency","going",0.0299999999988358,FALSE,"got","also","raise","set","expressed","protest","ties","failing","failed"
"1258","""Daimen stated he was looking in his side-view mirror when he heard a 'pow,' "" court documents state. ""He panicked and drove away as Christopher yelled for him to 'go.' ""","daimen stated he was looking in his sideview mirror when he heard a",14,"pow","police",0.0500000000029104,FALSE,"got","two","place","point","three","every","made","plans","right"
"1259","After two previous attempts to win voter approval to build a new high school, residents in the Bloomfield Hills School District gave solid support to a $58.6 million bond proposal to construct the new Bloomfield Hills High School.","after two previous attempts to win voter approval to build a new high school residents in the bloomfield hills school district gave solid",24,"support","support",0.0199999999967986,TRUE,"foundation","hiring","drive","order","performance","grass","waste","performances","citizenship"
"1260","“It’s a little bit different. I’m not the same person,” he said. “I know I will get out.”","“it’s a little bit different i’m not the",9,"same","first",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261","“There’s no future. Most stuff is predicated on the future. So we’re forced to live in the past, and you realize how precious the present is. It makes the audience keep asking, ‘What would I do?’","“there’s no future most stuff is predicated on the future",11,"so","of",0.0100000000020373,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262","""It's going really well, there's so much more traffic in the neighborhood. It's so much more alive any day, but especially on market days,"" says Squire.","its going really well theres so much more traffic in the neighborhood its so much more alive any day but especially",22,"on","day",0.0299999999988358,FALSE,"summer","oak","morning","market","west","local","holidays","talking","theyre"
"1263","Bob Bea, another engineering professor at UC Berkeley who has followed the San Bruno probe, said he was delighted that Nickell had reconsidered.","bob bea another engineering professor",6,"at","school",0.0199999999967986,FALSE,"california","washington","called","barbara","sacramento","uc","liu",NA,NA
"1264","Like all memorable sports documentaries — and this Oscar-nominated film is definitely one of those — ""Undefeated"" is really an examination not of how games are won and lost but how lives are lived, how young people faced with daunting challenges come to see, often in the most dramatic fashion, what is important going forward and what is not.","like all memorable sports documentaries — and this oscarnominated film is definitely one of those — undefeated is really an examination not of how games are won and lost but how lives are lived how young people",38,"faced","dont",0.0100000000020373,FALSE,"can","know","will","think","get","able","new","trying","said"
"1265","Justin De Ruyte, Portland fire bureau spokesman, said firefighters did not believe any one was in the three-story wood structure at 2400 N.W. 21st Avenue, but they were initially concerned about transients who might have been in the building, which is more than 100 years old.","justin de ruyte",4,"portland","portland",0.0400000000008731,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1266","Another reason is to see what insights and conclusions blossom as a result of teaming up professional environmental consultants, state wildlife authorities, university ecologists and students to wade through swamp, hike across meadows of saw palmetto and venture into the night in search of frogs.","another reason is to see what insights and conclusions blossom as a result of teaming up",17,"professional","professional",0.0100000000020373,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267","Zip Orlando","zip",2,"orlando","orlando",0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268","It is available as an HIV treatment in Africa and other poor regions, but Gilead is seeking approval for prevention in the U.S. only, a company spokeswoman said. Some experts have expressed concern that the use of Truvada for prevention could cause shortages in poor countries that desperately need the drug to treat infected people.","it is available as an treatment in africa and other poor regions but gilead is seeking approval for prevention in the us only a company spokeswoman said some experts have expressed concern",33,"that","come",0.0299999999988358,FALSE,"us","use","issue","enabling",NA,NA,NA,NA,NA
"1269","Both stadium plans come as Dayton and the Vikings continue to focus on building a new Vikings stadium at or near the Metrodome in downtown Minneapolis, the team's home for the past 30 years.","both stadium plans come as dayton and the vikings continue to focus",13,"on","on",0.0199999999967986,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","While the Rams weren't happy with the end result Tuesday night, Small has his sights firmly set on the big picture. No, he doesn't like to lose. But in the midst of a tough five-game stretch he's seeing the things he wants out of his team. There's no shame in dropping a pair of games to an impressive Principia team and one to rival Westminster while picking up wins over No. 8 large-school Ursuline and Visitation. In fact, that's a pretty good run for a team with only two seniors, three juniors and a whole lot of underclassmen.","while the rams werent happy with the end result tuesday night small has his sights firmly set on the big picture no he doesnt like to lose but in the midst of a tough fivegame stretch hes seeing the things he wants out of his team theres no shame in dropping a pair of games to an impressive principia team and one to rival westminster while picking up wins over no largeschool ursuline and visitation in fact thats a pretty good run",83,"for","eli",0.0100000000020373,FALSE,"season","four","office","around","huge","school","members","two","kick"
"1271","In April, the media properties were bought for $55 million by a group headed by influential New Jersey business executive George Norcross III, former New Jersey Nets owner Lewis Katz and cable TV mogul H.F. ""Gerry"" Lenfest.","in april the media properties were bought for million by a group headed by influential new jersey business executive george norcross iii former new jersey nets owner lewis katz and cable tv",33,"mogul","available",0.0200000000040745,FALSE,"allow","shows","show","news","program","averaged","taken","anchor","ballroom"
"1272","The defense official said the plan was developed in response to a classified study completed last year by the director of national intelligence that concluded that the military's espionage efforts needed to be more focused on major targets outside war zones.","the defense official said the plan was developed in response to a classified study completed last year by the director of national intelligence that concluded that the militarys espionage efforts needed to be more focused on major targets outside",40,"war","us",0.0199999999967986,TRUE,"said","court","people","thats","war","go","hours","home","find"
"1273","""Reaching out to a voter online is just as important as reaching out to a voter in person,"" he said. ""It will be a cornerstone to how the campaign communicates with the coalition of supporters we're building.""","reaching out to a voter online is just as important as reaching out to a voter in person he said it will be a cornerstone to how the campaign communicates with the coalition",34,"of","precinct",0.0100000000020373,FALSE,"supporters","suntech","routinely",NA,NA,NA,NA,NA,NA
"1274","Also arrested were Raneisha Shidan Williams, 24, of Newark, Ramire Frye, 22, of the Avenel section of Woodbridge, Akeem Tyre Wells, 19, of Highland Park, and a 17-year-old boy. All were charged with receiving stolen property and obstructing police. Williams also faces charges of possession of drugs with intent to distribute.","also arrested were raneisha shidan williams of newark ramire frye of the avenel section of woodbridge akeem tyre wells of highland park and a yearold boy all were charged with receiving stolen property and",35,"obstructing","taxes",0.0199999999967986,FALSE,"tax","years","thats","see","going","north","whole","means","lined"
"1275","""Fate is being kind to me,"" Ellington responded. ""Fate doesn't want me to be too famous too young."" He was then 67 years old.","fate is being kind to me ellington responded fate",10,"doesnt","kind",0.0100000000020373,TRUE,"doesnt",NA,NA,NA,NA,NA,NA,NA,NA
"1276","4/23/2012, Grain Systems Inc, 106 Marshall Drive, Newton, IL, 10:00 AM to 2:00 PM 4/23/2012, Eastern Illinois University Charleston Andrews Hall, 2150 7th St., Charleston, IL, 1:00 PM to 5:00 PM","grain systems inc marshall drive newton il am to",10,"pm","pm",0.0299999999988358,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","""Good,"" he said softly, allowing a faint smile. ""You know this.""","good he said softly allowing a faint",8,"smile","smile",0.0199999999967986,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","In his hometown, turnout last weekend was approximately 700 out of a registered voter base of 30,000.","in his hometown turnout last weekend was approximately out of a",12,"registered","new",0,FALSE,"single","good","family","cup","lifetime",NA,NA,NA,NA
"1279","Noguez's relationship with Salari has been at the center of an influence-peddling probe launched last year after assessor's office employees complained that Salari and his wealthy clients were getting special treatment from Noguez and his top aides.","noguezs relationship with salari has been at the center of an influencepeddling probe launched last year after assessors office employees complained that salari and",25,"his","the",0.0500000000029104,FALSE,"is","he","center","wealthy",NA,NA,NA,NA,NA
"1280","øBe aware that if the value of your home has dropped, it will reduce the amount you can borrow with the home equity loan.","�be aware that",4,"if","happen",0.0100000000020373,FALSE,"company","value","places","movie","disenchanted","mezrichs",NA,NA,NA
"1281","Three of the injured who were flown to Kandahar Air Field were under 10, the official said. It was the second time that one of the children had been treated at the air field for a gunshot wound, the official said.","three of the injured who were flown to kandahar air field were under the official said it was the second time that one of",25,"the","the",0.0100000000020373,TRUE,"them","his","three","only","those","four","us","just","mcinerneys"
"1282","Higher gasoline prices, up 60 cents this year to a national average $3.88 a gallon, could also turn voters against Obama. Still, prices have dropped over the past two weeks, and analysts say they could fall further.","higher gasoline prices up cents this year to a national average a gallon could also turn voters against obama still prices have dropped",24,"over","week",0.0199999999967986,FALSE,"will","games","late","past","ball","among","cards","calculus","verdict"
"1283","""There's a process (for) getting back on the floor and today was the start of that. We wanted to limit him to 30 minutes of live scrimmaging and that will be the course for the next few days.""","theres a process for getting back on the floor and today was the start",15,"of","of",0.0100000000020373,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284","That could be one reason, the N.Y. Times' Jonathan Abrams writes, that teams were so willing to trade picks. In addition to the Clippers dealing their pick that turned out to be No. 1, the Nets sent their first-round pick to Utah as part of the Deron Williams deal, and the Jazz ended up with the No. 3 pick (as well as their own pick, which turned out to be No. 12).","that could be one reason the ny times jonathan abrams writes that teams were so willing to trade picks in addition to the clippers dealing their pick that turned out to be no the nets sent their firstround",39,"pick","pick",0.0200000000040745,TRUE,"series","eastern","draft",NA,NA,NA,NA,NA,NA
"1285","There are at least two ways to view Romney's primary victory in these counties.","there",2,"are",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286","Corporations snap to attention when she tweets, Target fills her closet with free merchandise and Simon & Schuster will release her first book next Mother's Day. All because when, say, she admits to swearing at her children under her breath, legions of fans clap with delight and sigh with relief, responding, ""Me too! Me too! Me too!""","corporations snap to attention when she tweets target fills her closet with free merchandise and simon schuster will release her first book next mothers day all because",28,"when","year",0.0299999999988358,FALSE,"state","sunday","week","now","time","said","years","will","season"
"1287","Denver's depth is depleted by two significant out-for-the-season injuries: Wilson Chandler and Rudy Fernandez.","denvers depth is depleted by two significant outfortheseason injuries wilson",11,"chandler","said",0.0100000000020373,TRUE,"major","right","foot","chandler","judith","survived","leroy",NA,NA
"1288","The addition of three firefighter paramedics will allow the department to staff an additional ambulance or one paramedic for each shift. The additional ambulance is needed because the department's calls increased by 10,000 in 2011 compared with 2010, said Tim Leake, a Phoenix fire deputy chief who oversees fiscal management and capital improvement.","the addition of three firefighter paramedics will allow the department to staff an additional ambulance or one paramedic for each shift the additional ambulance is needed because the departments calls increased by in compared with said",37,"tim","statement",0.0199999999967986,FALSE,"will","monday","thats","many","weve","think","one","state","hes"
"1289","Trevor Brazile, the reigning five-time world champion all-around cowboy, is favored by many to capture the Round-Up's All-Around Champion title. Brazile, a Decatur, Texas, team roper and tie-down roper, won $34,000 in two weekends last month alone.","trevor brazile the reigning fivetime world champion allaround cowboy is favored",12,"by","many",0,FALSE,"sultan",NA,NA,NA,NA,NA,NA,NA,NA
"1290","We've moved into that crazy time in the Pacific Northwest, where winter hasn't quite left for good, and the outdoor track & field season is beginning anyway.","weve moved into that crazy time in the pacific northwest where winter hasnt quite left for good and the outdoor track field season is",25,"beginning","one",0.0299999999988358,FALSE,"got","two","averaging","lightly","time","will","game","many","first"
"1291","A detailed diagram of the crash site also showed the construction barrels and cones were positioned at the top of the exit ramp, far west of where Phanthavong was struck. Using identical barrels and cones to those on the ramp that night, Skoglund pointed out that a barrel weighs about 33 pounds, and a cone weighs far less.","a detailed diagram of the crash site also showed the construction barrels and cones",15,"were","achieved",0.0100000000020373,FALSE,"positioned","ramp",NA,NA,NA,NA,NA,NA,NA
"1292","LOS ANGELES -- ""The Bachelor"" host Chris Harrison is going be a bachelor again.","los angeles the bachelor host chris harrison is going",10,"be","to",0.0400000000008731,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293","""I thought we were tight on defense and guarding the ball rather than our man,"" Roy said. ""That's the biggest adjustment we've made this year, really focusing on guarding that ball and moving with that ball instead of our person. Only the ball can score. Your man can't score if he doesn't have the ball. He's really a decoy. So the biggest thing is helping and trusting that if I get beat I have four guys rotating to help. Not one, but four guys helping.""","i thought we were tight on defense and guarding the ball rather than our man roy said thats the biggest adjustment weve made this year really focusing on guarding that ball and moving with that ball instead of our person only the ball can score your man cant score if he doesnt have the ball hes really a decoy so the biggest thing is helping and trusting that if i get beat i have four guys rotating",78,"to","help",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294","Not at all. As The Washington Post noted in its editorial supporting widening the government's interrogation prerogatives, the two relevant precedents for designating enemy combatants are the Quirin and Hamdi cases. In both, American citizens were subjected to military jurisdiction.","not at all as the washington post noted in its editorial supporting widening the governments interrogation prerogatives the two relevant precedents for designating enemy combatants",26,"are","quirin",0.0100000000020373,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295","She tried the cold-case unit of the Portland police. Retired Detective Dennis Baker was sympathetic but said the case was awfully old.","she",2,"tried",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296","""The very richest Americans are getting richer, the biggest corporations in America are getting wealthier,"" Edwards told the crowd of roughly 1,000 supporters at the afternoon event. ""What's happening to working people?""","the very richest americans are getting richer the biggest corporations in america are getting wealthier edwards told",18,"the","reporters",0.0100000000020373,FALSE,"judge","crowd","time","years","get","people","thats","city","can"
"1297","""I'm fearful that 10 years down the road, we'll start to see health problems, but then it will be too late,"" she said.","im fearful that years down the road well start to see health problems but then it will be too",20,"late","come",0.0400000000008731,FALSE,"take","get","continue","make","able","go","help","keep","provide"
"1298","Emily was among the most seriously injured of survivors. But she says she knows it could have been worse if she had chosen a different seat.","emily was among the most seriously injured of survivors but she says she knows it could have",18,"been","been",0.0100000000020373,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299","""I learned a lot over these past five spring trainings,"" he said. ""Being a young guy, you have to come into camp like spring is the (regular) season. … Nothing is for sure in camp. I didn't take anything for granted this year.""","i learned a lot over these past five spring trainings he said being a young guy you have to come into camp like spring is the regular season",29,"�","one",0,FALSE,"got","two","averaging","lightly","time","will","game","many","first"
"1300","Still, they love being together on the same team.","still they love being together on",7,"the","make",0.0199999999967986,FALSE,"two","team","saturday","july","bowl","even","meet","support","show"
"1301","At the Cathedral of Praise in North Charleston, Gingrich was cheered by church members as he criticized activist judges who he said had made ""anti-American"" rulings to keep God out of schools. Santorum spoke at the same church Saturday.","at the cathedral of praise in north charleston gingrich was cheered by church members as he criticized activist judges",20,"who","said",0,FALSE,"take","man","much","free","justices","retain","sit","saw","accountable"
"1302","""We feel comfortable staying the course with BSkyB for a long time,"" he said.","we feel comfortable staying the course with bskyb for a long time",13,"he","for",0.0100000000020373,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","So far the results have followed.","so far the results",5,"have","got",0.0299999999988358,FALSE,"come","going","say","tests","drug","judges","missed","thaw","listed"
"1304","Even as the Army strives to provide more help to troubled soldiers, the answers remain elusive, the science of treatment inexact.","even as the army strives to provide",8,"more","us",0.0199999999967986,FALSE,"first","help","three","free","strong","practice","buy","hour","benefits"
"1305","The assurances were not enough for Jane Kosinski, who was born and raised in China and moved to Chesterfield in 2008 to live with her husband.","the assurances were not enough for jane",8,"kosinski","hunter",0.0100000000020373,TRUE,"graduated","fonda","kosinski","nummi","sheppard",NA,NA,NA,NA
"1306","To keep the playing field level, we ordered roughly the same thing at each place: a lunch sushi special, which always included several pieces of nigiri and a basic roll, plus a house specialty roll. Without further ado, here are our fishy impressions.","to keep the playing field level we ordered roughly the same thing at each place a lunch sushi special which always included several pieces of nigiri and a basic roll plus a house specialty roll without further ado here are our",42,"fishy",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","in fight outside Canadian bar","in fight outside",4,"canadian","us",0.0199999999967986,FALSE,"said","court","people","thats","war","go","hours","home","find"
"1308","She said the younger brother was removed, but the older brother started playing with toys instead of continuing with the test, reports said.","she said the younger brother was",7,"removed","david",0.0299999999988358,FALSE,"sister","said","come","another","john","trying","yearold","started","almost"
