"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10","timeToPredict","Correct"
"10150","So far, so mildly interesting. But what has caused the Twitterverse and Blogosphere generally to explode is that she said this archiving and preservation (of the contents, not the building) would cost £500,000. She then seemed to be asking for contributions from the public.","so far so mildly interesting but",7,"what","to","and","that","side","little","with","at","life","as","people",0.0300000000006548,FALSE
"10151","Lunch, then ice cream then drinks. Shameless! We weren’t the only travelers with this bright idea during the four day weekend. Needless to explain, traffic was atrocious. So were our appetites. Seated in our favorite little window cove, we scoped the specials menu and decided on the breaded clams, to start. Low and behold: the same crotchety waiter that served us during our last trip appeared in front of us with a not so bitter scowl. He was happy to take our order, this time, and quick to deny us any breaded clams. Short of calling them ‘crap’ he suggested the calamari, noting that The Fishwife was famous for it. We were hesitant, because, you know, it’s fried calamari. And then he served us these –","lunch then ice cream then drinks shameless we weren’t the only travelers with this bright idea during the four day weekend needless to explain traffic was atrocious so were our appetites seated in our favorite little window cove we scoped the specials menu and decided on the breaded clams to start low and behold the same crotchety waiter that served us during our last trip appeared in front of us with a not so bitter",76,"scowl","much","that","we","many","they","far","it","the","you","this",0.0299999999988358,FALSE
"10152","Just realised this morning I hadn't updated my stitching earlier in the week.","just realised this morning i hadnt updated my stitching earlier in",12,"the","in","this","would","and","than","with","there","people","so","she",0.0200000000004366,FALSE
"10153","Posted by The Uhuru Guru","posted by",3,"the","the","my","one","this","your","now","some","his","their","and",0.0599999999994907,TRUE
"10154","I've only read this study's abstract, and clearly this research only looks at a small area of the U.S., but it's interesting in light of the fact that cesarean rates are highest among the privately insured, which has led to concerns about physicians' motives.","ive",2,"only","been","had","never","made","seen","tried","got","also","ever","lost",0.0100000000002183,FALSE
"10155","After a month of not sleeping because I was always listening to Lizzy’s breathing, to see if she had choked and needed to be resuscitated again (she even turned blue), I finally cracked. We took her to the ER, and mommy lost it in the exam room. They admitted her, and partly, they admitted me, because I couldn’t monitor her anymore. I needed to let someone else hook machines up to her to watch her around the clock.","after a month of not sleeping because i was always listening to lizzy’s breathing to see if she had choked and needed to be resuscitated again she even",29,"turned","was","is","had","has","said","made","would","could","did","just",0.0300000000006548,FALSE
"10156","Saint Arnold Brewing Company","saint",2,"arnold","is","of","on","louis","hense",NA,NA,NA,NA,NA,0.0200000000004366,FALSE
"10157","You'll notice that I positioned the fleece to cover only a small portion of side two, however...","youll notice that",4,"i","the","is","you","he","we","it","was","they","there","are",0.0299999999988358,FALSE
"10158","With all of the excitement over the new naked palette (Naked 2, very aptly named) I thought maybe I should get a bit more use out of my original. I do love this palette, but I got away from using it for a while. Over the past month I used Sin, Buck, Darkhorse and Virgin (the best highlight shade since...ever?) pretty exclusively. Sin is just about my favourite shadow of all time for use on the inner lid area; it makes my eyes look so bright and big. I'm still on the fence about Naked 2, but chances are it will make it's way to me in the long run.","with all of the excitement over the new palette very aptly named i thought maybe i should get a bit more use out of my original i do love this palette but i got away from using it for a while over the past month i used sin buck darkhorse and the best highlight shade sinceever pretty exclusively sin is just about my favourite shadow of all time for use on the inner lid area it makes my eyes look so bright and",84,"big","the","is","we","much","on","red","orange","new","one","idea",0.0200000000004366,FALSE
"10159","Dan hopped in after me. The moose made a few more angry hoof-scuffing motions and then trotted off back to the golf course. I finally regained enough wits to realize the driver of the van was the same guy who’d been at the front desk of the time-share’s enclosed swimming pool/rec center. I was so glad to see a familiar face that I almost threw my arms around him.","dan hopped in after me the moose made a few more angry hoofscuffing motions and then trotted off back to the golf course i finally regained enough wits to realize",31,"the","the","be","do","get","make","see","have","go","me","my",0.0300000000006548,TRUE
"10160","The Bridge on the River Kwai (dir. by David Lean, 1957)","the bridge on the river kwai dir",8,"by","the","cottage","then","and","great","in","which","on","ran","called",0.0299999999988358,FALSE
"10161","Me: ""Yes please. I'll take a double of Crown and ginger.""","me yes please ill take",6,"a","be","keep","have","just","try","share","post","do","make","and",0.0300000000006548,FALSE
"10162","One of my favorite readers has radar. Every time I have not posted for a while, she picks up the phone to see what is wrong. She's got a good record! This time, a wretched cold -- just when I thought I had gotten through winter feeling fine. I probably picked it up on the plane, but who knows? Tomorrow, if it is not better, I'll see about getting it checked. Chicken soup hasn't done a whole lot to help.","one of my favorite readers has radar every time i have not posted for a while she picks up the phone to see what is wrong shes got a good record this time a wretched cold",37,"just","almaghool",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000004366,FALSE
"10163","Do you have a favourite book you have written?","do",2,"you","you","not","the","it","with","this","that","we","something","and",0.0299999999988358,TRUE
"10164","Another example that cut deeply for me is a scene when Peter, one of the boys, was at a Christian youth group meeting at someone’s house, and everyone treated him like an alien, and it only reinforced in his mind the idea that he didn’t belong. Of course they meant well, the leader talked about loving people because God loves us even though we do nothing to deserve it. But as they talk about that, and then go into their time of music they don’t even realize how awkward it is for Peter because all this only reinforces the fact that his home is on the other side of the world and he is all alone.","another example that cut deeply for me is a scene when peter one of the boys was at a christian youth group meeting at someone’s house and everyone treated him like an alien and it only reinforced in his mind the idea that he didn’t",46,"belong","was","is","had","has","said","would","could","will","did","wanted",0.0400000000008731,FALSE
"10165","Friij got out a little pouch from his dragon’s saddlebag, and shook it out onto the ground. Five little stones and a bigger pebble lay there, each glittering and glimmering as the sun shone on them. Snow Woman picked them up and threw the first throw, but as the stones rose in the air, Friij twiddled his little finger, and the stones bounced off Snow Woman’s knuckles and fell to the ground. Friij smiled a wicked smile and picked the stones up for his turn. He made a perfect throw. At the end of the seventh and last round, Snow Woman had not won a single point.","friij got out a little pouch from his dragon’s saddlebag and shook it out onto the ground five little stones and a bigger pebble lay there each glittering and glimmering as the sun shone on them snow woman picked them up and threw the first",46,"throw","same","first","most","world","time","other","way","end","last","best",0.0399999999990541,FALSE
"10166","I have noticed that I have what I'd call a more conversational style than other authors. It's more relaxed, like a conversation with the characters. I think I have issues left over from early English classes and the formal writing required. So my characters are never formal in thought or speech (unless their character calls for it).","i have noticed that i have what id call a more conversational style than other authors its more relaxed like a conversation with the characters i think i have issues left over from early english classes and the formal",40,"writing","same","first","most","world","time","other","way","end","last","best",0.0300000000006548,FALSE
"10167","Key lime pie was invented in the Florida Keys. Legend has it that sponge divers were the first to whip up the pie. Apparently they had a lot of sweetened condensed milk to use up. Hmm, what can we put with this stuff? We DO have a ton of limes laying around….","key lime pie was invented in the florida keys legend has it that sponge divers were the first to whip up the pie apparently they had a lot",29,"of","of",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000002183,TRUE
"10168","been on my mind of late.","been",2,"on","able","the","in","on","so","to","trying","for","doing","very",0.0299999999988358,TRUE
"10169","DOLLY: when we were younger, my dad used to call me and my sisters his Dollies. I don’t know why, where it came from, never got to ask him. So now, my sisters and I all call each other Dolly. My oldest sister is “Big” Dolly, next oldest is “Middle” Dolly, and I’m “Little” Dolly. It helps us to distinguish who we’re talking about when we’re on the phone.","dolly when we were younger my dad used to call me and my sisters his dollies i don’t know why where it came",24,"from","was","is","and","would","to","will","has","in","all","with",0.0400000000008731,FALSE
"10170","-- insert too thin","insert",2,"too","the","it","your","any","amount","mental",NA,NA,NA,NA,0.0100000000002183,FALSE
"10171","We made 'Black Bottom Banana Cones' today!","we made black bottom banana cones",7,"today","pulled",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000004366,FALSE
"10172","The rancidness","the",2,"rancidness","same","first","most","world","time","other","way","end","last","best",0.0100000000002183,FALSE
"10173","Many people are returning to work today after an extended break. Check to see if your employer is offering a donation match. Many larger organisations will match a donation made by staff, thereby doubling the potential amount of money you can help raise.","many people are returning to work today after an extended break check to see if your employer is offering a donation match many larger organisations will match a donation made by staff thereby doubling the potential amount of money",40,"you","the","my","this","course","his","it","her","our","them","us",0.0299999999988358,FALSE
"10174","But Desai would be the first to confess how few Durban community activists made the effort to link climate to their most immediate, burning concerns, including rampant electricity prices due to coal-fired powerplant construction; severe storms (one causing at least eight fatalities on November 27); and the local petrochemical industry’s regular explosions, such as the Engen oil refinery fire on October 10 that hospitalised 100 kids at Settlers Primary School in South Durban.","but desai would be the first to confess how few durban community activists made the effort to link climate to their most immediate burning concerns including rampant electricity prices due to coalfired powerplant construction severe storms one causing at least eight fatalities on november and the local petrochemical",49,"industry’s","and","church","library","newspaper","take","kids","people","music","high","store",0.0300000000006548,FALSE
"10175","I don't know how long I wandered, lost in the fog, or at least a fog of battle.","i dont know how long i wandered lost in the",11,"fog","the","my","this","his","our","an","their","your","that","order",0.069999999999709,FALSE
"10176","I woke up and started getting dressed. Then I started to pile on my laundry. On top I had a white tech shirt, then a pink tech shirt, then an over-sized blue t-shirt to try to hide the madness. On the bottom, I wore a pair of running capris, pulled on my skirtsports skirt, then pulled up a pair of tech shorts over the shortie of the skirt, but under the skirt part.","i woke up and started getting dressed then i started to pile on my laundry on top i had a white tech shirt then a pink tech shirt then an oversized blue tshirt to try to hide the madness on the bottom i wore a pair of running capris pulled on my skirtsports skirt then pulled up a pair of tech",62,"shorts","the","my","this","course","his","it","her","our","them","us",0.0300000000006548,FALSE
"10177","PREFACE TO ‘HIGH FIDELITY TRANSMISSION, A PLAY ON AIDS’","preface to",3,"‘high","the","be","do","get","make","see","have","go","me","my",0.00999999999839929,FALSE
"10178","""Working for Peace and Understanding through media and to shed Light on Islamic 'culture'.""","working for peace and understanding through media and to shed",11,"light","the","be","do","get","make","see","have","go","me","my",0.0400000000008731,FALSE
"10179","Yep. He blew out, hard.","yep he",3,"blew","was","is","had","has","said","would","could","will","did","wanted",0.0100000000002183,FALSE
"10180","I'm getting better, or else I couldn't have done this post, and I hope to be back soon, but I won't risk anything by starting too early.","im getting better or else i couldnt have done this",11,"post","in","it","and","with","by","for","is","to","as","so",0.0300000000006548,FALSE
"10181","I am mostly loving mixing silver, gold, metal, bangles, leather and cord for a grungy eclectic look on my wrists.","i am mostly loving mixing silver gold metal",9,"bangles","cup","in","the","this","right","while","or","rules","metallic","dust",0.0299999999988358,FALSE
"10182","If they are really good and totally honest, expect to go through this several times. Get used to rewrites. You may pull every last shred of hair out of your head before you are finished, but know that you are sparing yourself…and others pain. Add humiliation to that list.","if they are really good and totally honest expect to go through",13,"this","the",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000004366,FALSE
"10183","I’ll start you off: HAA! Someone tweeted me a picture of Bernie Ecclestone in a G-String. Which one of you was it?","i’ll start you off haa someone tweeted me a picture of bernie ecclestone in",15,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"10184","Kelly grabbed Moon by the paws and looked deep into his eyes.","kelly grabbed",3,"moon","and","my","fargeeta",NA,NA,NA,NA,NA,NA,NA,0.0200000000004366,FALSE
"10185","I just got in the Shirley J Universal Mix (#5240 & I just saw that it's on sale this month!) and I'm so excited to get started on using this delicious product! And I also ordered a bunch of spices...this should motivate me to cook some yummy home-cooked meals! The best part about Alison's Pantry spices...they're about 1/4 of the cost that they are in stores!!! I also ordered some Cache Valley Pepperjack Cheese Sticks (#5432 @ $6.99) and that bag's already half-way gone!!! I've only had them three days!! Delicious snack, if you ask me!","i just got in the shirley j universal mix i just saw that its on sale this month and im so excited to get started on using this delicious product and i also ordered a bunch of spicesthis should motivate me to cook",44,"some","the","be","do","get","make","see","have","go","me","my",0.0299999999988358,FALSE
"10186","15. Les sunlights des tropiques - Gilbert Montagner / 3:57","les sunlights des tropiques gilbert",6,"montagner","moines",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0300000000006548,FALSE
"10187","f) a racist practice","f a racist",4,"practice","it","sense","population","motives","fuckers",NA,NA,NA,NA,NA,0.0200000000004366,FALSE
"10188","We also squeezed in a weekend trip to Paris. We went to the Louvre, which I was super stoked about. Not only because it's the largest and maybe the most famous museum in the world, but because last time I went there (8 years or so ago), I was really sick and kind of had to lay down on benches the whole time. So needless to say, the 2nd time around was much more interesting and fruitful. We also cruised down la Seine, saw the Eiffel Tower and partied with frenchies. All in all it was a successful trip to Paris.","we also squeezed in a weekend trip to paris we went to the louvre which i was super stoked about not only because its the largest and maybe the most famous museum in the world but because last time i went there years or so ago i was really sick and",52,"kind","and","sick","of","that","in","so","how","but","sense","child",0.0299999999988358,FALSE
"10189","God- parent is Abeamumin chintamani","god parent",3,"is","in","who","or","conference","spouse",NA,NA,NA,NA,NA,0.0200000000004366,FALSE
"10190","NATO and its allies were aiming at regime change und a take-over of the most profitable pieces of the Libyan economy. After these aims would have been fulfilled, a post-war effort was intended to bring to trial and to sentence the leaders of the old regime for genocide and “crimes against humanity” and thereby get the exclusive power of definition over the historic process. The International Criminal Court in Den Haag started with this procedure to hegemonise memory on the 27th of June 2011, in the middle of the war. With the killing of Muammar al-Gaddafi this last piece of memory-control maybe failed. It stays unclear whether this was intended by the USA and its allies, because Gaddafi knew too much on international relations, or whether this was due to the “the ground-forces” who were not disciplined enough to act according to this agenda.","nato and its allies were aiming at regime change und a takeover of the most profitable pieces of the libyan economy after these aims would have been fulfilled a postwar effort was intended to bring to trial and to sentence the leaders of the old regime for genocide and “crimes against humanity” and thereby get the exclusive power of definition over the historic process the international criminal court in den haag started with this procedure to hegemonise memory on the th of june in the middle of the war with the killing of muammar algaddafi this last piece of memorycontrol maybe failed it stays unclear whether this was intended by the usa and its allies because gaddafi knew too much on",122,"international","more","of","as","to","fun","about","better","easier","for","in",0.0300000000006548,FALSE
"10191","Shi Tian Cai (Li Nan Xing) is one natural born gambler. Ever since his father passed away he decided to make a living by gambling to support his Family. He is married to Zhang Zhi Hui (Rebecca Lim), a devoted Christian who is pregnant and wants him to quit gambling before she conceives.","shi tian cai li nan xing is one natural born gambler ever since his father passed away he decided to make a living by",25,"gambling","teacher","in","the","room","on","is","inside","creature","of","then",0.0399999999990541,FALSE
"10192","So, you see, world, give Wifesy and I hater-ade and we’re going to make jokes about it. I say, bring it on because you can’t break our spirits. Oh, no, you can’t. Because we are the luckiest dogs in the world. The luckiest.","so you see world give wifesy and i haterade and we’re going to make jokes about it i say bring it on because you can’t break our spirits oh no you can’t",33,"because","can","have","are","know","will","to","want","get","think","do",0.0200000000004366,FALSE
"10193","Ms. Hammond does a great job of sucking you right into the story with her fast-paced narrative. When Cara wakes up, her entire family is dead...And she is, too. It appears that Cara didn't die of natural causes. Love Sucks is packed full of love and adventure seen through the wide eyes of Cara Jones, a newly made vampire. Told through Cara's point of view, we see her awakening and coming to terms with death as she knows it.","ms hammond does a great job of you right into the story with her fastpaced narrative when cara wakes up her entire family is deadand she is too it appears that cara didnt die of natural causes love sucks is",41,"packed","you","but",NA,NA,NA,NA,NA,NA,NA,NA,0.0499999999992724,FALSE
"10194","The wait is turning tedious and draining.","the wait is turning",5,"tedious","the","not","that","to","an","in","very","no","one","going",0.0300000000006548,FALSE
"10195","A Place Beyond The Map by Samuel Thews","a place",3,"beyond","to","where","of","that",NA,NA,NA,NA,NA,NA,0.0100000000002183,FALSE
"10196","Setting the thing that is supreme. 40","setting",2,"the","up","the","was","of","and","in","them","with","an","for",0.0200000000004366,TRUE
"10197","elixir ultime is an extraordinary blend of beautifying oils created to provide extra softness and nourishment. immediately after application to the hair, the elixir deep conditions while smoothing the hair fibers, resulting in incredible shine. a small amount of elixir ultime goes a long way in the hair, and will not weigh hair down. this product is suitable for all hair types.","elixir ultime is an extraordinary blend of beautifying oils created to provide extra softness and nourishment immediately after application to the hair the elixir",25,"deep","same","first","most","world","time","other","way","end","last","best",0.00999999999839929,FALSE
"10198","“You’re bluffing,” I bark angrily. “No one will let you within five miles of a crime scene.”","“you’re bluffing” i",4,"bark","was","have","am","had","think","can","know","would","love","will",0.0400000000008731,FALSE
"10199","XL: “Probably Adele. I think she’s a breath of fresh air in the industry and she’s extremely talented. So if I had the chance, I would definitely work with her.”","xl “probably adele i think she’s a breath of",10,"fresh","new","change","kind","few","story","nice","chance","problem","thousand","computer",0.0300000000006548,FALSE
"10200","17Today you have given witness that the Lord is your God, and that you will go in his ways and keep his laws and his orders and his decisions and give ear to his voice:","today you have given witness that the lord is your",11,"god","the","not","that","to","an","in","very","no","one","going",0.0100000000002183,FALSE
"10201","It was just the beginning! Next evening, the female pit bull puppy was back. The poor thing looked literally “hang-dog,” as if she’d done something wrong and expected to be beaten. Once again, the young pit bull showered Sue with kisses. Sensing the dog was in trouble, Sue called local animal control for advice. After con- ﬁrming Sue’s address, they told her there had been reports of people in a nearby house raising pit bulls to ﬁght. The next day arrests were made in the case, and Sue was allowed to keep the loving puppy she named Champagne. “Champ” made instant friends with Sue’s other dogs and has grown into a gentle giant who cuddles under the covers at night and is one of the sweetest canines Sue has ever met.","it was just the beginning next evening the female pit bull puppy was back the poor thing looked literally “hangdog” as if she’d done something wrong and",28,"expected","with","way","it","about","side","the","is","other","this","we",0.0299999999988358,FALSE
"10202","Margaretha pulls the pistol from Gösta’s head and throws him to the floor. Then she deflates his nonsense: “You won’t escape by turning yourself into a beautiful corpse,” she tells him. “Don’t you know most people are dead already?” Now she plants one snowy boot by the fireplace and tells him her own, secret story of infidelity. Margaretha risked her reputation for a lover and still benefitted from her status as the wealthy Major’s wife. But it brought a curse upon her, levelled by her very own withered, bitter mother. As she tells Gösta, “At that moment I knew Margaretha Celsing was dead. For she would never have struck her mother. I’ve disowned my mother, yet I live on. Why should Margaretha Celsing be dead and Major’s wife live on?” Like Gösta, she now faces down the chattering classes and the status quo (really, just variations of the ever-ringing church bell) by being her own person. Not that it’s brought her happiness.","margaretha pulls the pistol from g�sta’s head and throws him to the floor then she deflates his nonsense “you won’t escape by turning yourself into a beautiful corpse” she tells him “don’t you know most people are dead already” now she plants one snowy boot by the fireplace and tells him her own secret story of infidelity margaretha risked her reputation for a lover and still benefitted",68,"from","have","be","not","in","open","my","love","very","has","there",0.0300000000006548,FALSE
"10203","That said, Low's exceptional power generally lies not in volume but in the absence of it, not in heady release but in tense restraint. Even the quietest strum is loaded with literal and metaphorical resonance, the quietest word a subtle twist of the knife. Slow and deliberate, no one does ominous beauty quite like them.","that said lows exceptional power generally lies not in",10,"volume","to","the","only","be","have","just","so","that","even","know",0.0399999999990541,FALSE
"10204","Magically too, Juan Or did not appear resentful of the surrounding despite him not in his best of mood. Anyway, Joanne Kam Poh Poh was doing her talk performance and Mommy had Juan Or on Mommy's lap and we snapped a self-portrait as well.","magically too juan or did not appear resentful of the surrounding despite him not in his best of mood",20,"anyway","the","my","this","course","his","it","her","our","them","us",0.0300000000006548,FALSE
"10205","The issue around Afrikaans was a handy stick which the communist propagandists used. They played with the lives and the future of the black students, and today there is a whole generation of blacks who never finished their schooling because they were being used as pawns by the communists. Go to any communist take-over in history and you will see that the one thing a communist regime does not tolerate, is educated people. That is the privilege of the elite.","the issue around afrikaans was a handy stick which the communist propagandists used they played with the lives and the future of the black students and today there is a whole generation of blacks who never finished their schooling because they were being used as pawns by the communists go to any communist takeover in history and you will see that the one thing a",66,"communist","to","that","is","to","and","about","for","was","you","but",0.0300000000006548,FALSE
"10206","The Capital Ambition guide to behaviour change was put out by The Young Foundation and produced by the London Collaborative. Now, Capital Ambition seems to be a worthy effort to avoid duplication of services and to share spare capacity across public bodies in London. Apparently unable to simply get on with the job Capital Ambition commissioned The London Collaborative which was to;-","the capital ambition guide to behaviour change was put out by the young foundation and produced by the london collaborative now capital ambition seems to be a worthy effort to avoid duplication of services and to share spare capacity across public bodies in london apparently unable to simply get on with the job capital ambition commissioned the london collaborative which was",62,"to","is","was","the","has","will","are","she","can","in","means",0.0299999999988358,FALSE
"10207","I can also hear my art supplies calling me back. I'm heeding their pleading and must return...","i can also hear my art supplies calling me back im heeding",13,"their","not","sure","still","going","so","doing","just","really","also","all",0.0300000000006548,FALSE
"10208","These feelings of inferiority are the genesis of low self-esteem, Sorenson says.","these feelings of inferiority are the genesis of low selfesteem",11,"sorenson","for","speed","was","to","that","and","as","one","so","she",0.0599999999994907,FALSE
"10209","I'm sharing a card which uses one stamp only. I chose the Calla Lily from the now defunct PSX company, but these stamps can still be found on various outlets.","im sharing a card which uses",7,"one","is","was","the","has","will","are","she","can","in","means",0.0300000000006548,FALSE
"10210","In general, I have developed a bit of a laundry habit, so to speak. I usually wash most of my clothes in the washer, with cold water, and fabric softener ( and I have one of those washers you still have to ""listen"" for the rinse water to come in). After washing them, I usually run them through the no heat, air dry cycle on the dryer once. Then, anything I deem ""good"" clothes get hung on a hanger to dry. Good clothes are defined as anything I would wear in public, with the exception of undies, socks, and basic cotton camisoles, and kitchen aprons. Next in my current laundry care routine is vintage clothes. For the most part, I take anything from around 1975 or earlier to the dry cleaner, with the exception of polyester dresses.. I also take anything that is wool, lined coats and jackets ( unless they're super casual and cotton), and silk to the dry cleaners. Lastly, in my laundry routine is handmade clothing. Sometimes I put this in the wash, and line dry like the other ""good"" clothes, but I have a few pieces that I do hand wash.","in general i have developed a bit of a laundry habit so to speak i usually wash most of my clothes in the washer with cold water and fabric softener and i have one of those washers you still have to listen for the rinse water to come in after washing them i usually run them through the no heat air dry cycle on the",66,"dryer","the","my","this","his","their","to","her","it","your","how",0.0200000000004366,FALSE
"10211","He was making a lamb feast -- wanted me to come. He told me to bring ""the fam,"" bring whoever, but my head kept swirling around the singular thought, ""He wants to see me.""","he was making a lamb feast wanted me to come he told me",14,"to","me","that","her","us","the","you","them","him","police","to",0.0299999999988358,TRUE
"10212","Sometimes I share the box with my parents... I leave a bag of produce on their door on the way to work. A nice surprise for them too!","sometimes i share the box with",7,"my","same","idea","other","first","new","hope","long","kids","beautiful","water",0.0500000000010914,FALSE
"10213","which has to correspond with the context in which it was formulated","which has to correspond with the",7,"context","the","my","her","me","their","this","some","his","you","an",0.00999999999839929,FALSE
"10214","I moved here about a dozen years ago. My plan was to stick around for a year and then head for the brighter lights of New York, and a glamorous career in publishing. Instead I've been here ever since. Because as much as I hate this place--and I do, I really, really do--I love it even more. I'm originally from Alabama. I spent my late teens and early 20s in Georgia. I've also lived in Colorado, Virginia, South Carolina, Iran and Kuwait. But if you ask, I'll tell you I'm a San Franciscan.","i moved here about a dozen years ago my plan was to stick around for a year and then head for the brighter lights of new york and a glamorous career in publishing instead ive been here ever since because as much as i hate this placeand i do",50,"i","need","was","have","am","had","think","can","know","would","love",0.0400000000008731,FALSE
"10215","Punch in a lovely bowl.","punch in a",4,"lovely","few","world","way","good","new","very","small","row","couple","long",0.0300000000006548,FALSE
"10216","I know the geopolitics support such ballsy gambits, and, even if Beijing's concern is most likely cant, these rare earth elements","i know the geopolitics support such ballsy gambits and even if beijings concern is most likely cant these",19,"rare","wait","find","remember","be","get","tell","quite","give","help","believe",0.0100000000002183,FALSE
"10217","6 A-6. “Memorandum: Title I Programs and Constitutional Adjudication.” Thomas W. Vitullo-Martin, ed., Summary Report: Delivery of Title I Services to Non-Public School Students, Compensatory Education Evaluation Study, National Institute of Education, Department of Health, Education, and Welfare, October 10, 1977, in Hearings Before the Subcommittee on Elementary, Secondary, and Vocational Education, Committee on Education and Labor, House of Representatives, 1st Sess., on H. R. 15 (Hearings held in Washington D.C., October 6, 18, 19, and 20, 1977), Part 16, pp. 555, 570.","a “memorandum title i programs and constitutional adjudication” thomas w vitullomartin ed summary report delivery of title i services to nonpublic school students compensatory education evaluation study national institute of education department of health education and welfare october in hearings before the subcommittee on elementary secondary and vocational education committee on education and labor house of representatives st sess on h",62,"r","the","my","this","his","their","to","her","it","your","how",0.0299999999988358,FALSE
"10218","But in recent times, I've been more and more drawn back to a craft I love, to the act of creating things out of clay that will last for centuries. And I miss the people too. Potters are of many differing sorts, they make all manners of wares, some call themselves ceramicists, and ceramic artists, I'm not so concerned with those, but more with the artisans, the true potters who feel themselves to be part of a community.","but in recent times ive been more and more drawn back to a craft i love to the act of creating things out of clay that will last for centuries and i miss the people too potters are of many differing sorts they make all manners of wares some call themselves ceramicists and ceramic artists im",57,"not","the","have","you","can","in","work","out","often","werent","marcus",0.0300000000006548,FALSE
"10219","Can you remember a time (before Howard Schultz) when someone told you that we would pay $2 for a cup of coffee? You would have thought them unstable. Today, you would have trouble leaving Starbucks for just $2.","can you remember a time before howard schultz when someone told you that we would pay for a cup of coffee you would have thought them unstable today you would have",32,"trouble","ever","be","have","like","not","you","love","never","rather","it",0.0399999999990541,FALSE
"10220","Who is involved in the company with you?","who is involved in the",6,"company","the","my","this","his","our","an","their","your","that","order",0.0200000000004366,FALSE
"10221","“Do you believe in the Lord Almighty?”","“do you believe in the lord",7,"almighty”","same","first","most","world","time","other","way","end","last","best",0.0599999999994907,FALSE
"10222","And I certainly would tell them where they could stick their gum.","and i certainly",4,"would","not","would","was","had","got","keep","very","still","learn","remember",0.0300000000006548,TRUE
"10223","As gratifying as it may seem to come out the other side with this seemingly brilliant decision after racking our brains, I think we do it because making an easy decision somehow doesn’t feel right.","as gratifying as it may seem to come out the other side with this seemingly brilliant decision after racking our brains i think we do it",27,"because","you","not","the","it","with","this","that","we","something","and",0.0200000000004366,FALSE
"10224","Lamb Shoulder Chops serves 4","lamb",2,"shoulder","is","that","day","at",NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE
"10225","This idea, however, is a bit ironic to those of us who consider homeschooling something of an ancient practice, the way all humans learned until the development of compulsory schools—which, in America, was only around 100 years ago. How on earth did our ancestors learn anything, I always want to respond, when they were too busy working the fields, caring for one another, doing chores, and, well, living every day? Funny how literacy rates were higher back then, too.","this idea however is a bit ironic to those of us who consider homeschooling something of an ancient practice the way all humans",24,"learned","the","of","that","over","my","have","this","day","those","about",0.0100000000002183,FALSE
"10226","wet … drizzle. Still, with a bit of spray paint, some dry paper that we had stored a bit better, and a lighter, we could start a fire.","wet � drizzle still with",6,"a","have","be","not","in","open","my","love","very","has","there",0.0300000000006548,FALSE
"10227","If you read this blog you already know my love of pickled vegetables and","if you read this blog you already know my love of pickled",13,"vegetables","the","my","this","course","his","it","her","our","them","us",0.0399999999990541,FALSE
"10228","In April, Ryan Polayya responded to an appeal from Volkswagen South Africa to take his 2007 Polo TDi Sportline to a dealership as part of the manufacturer's turbo recall.","in april ryan polayya responded to",7,"an","to",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000002183,FALSE
"10229","Am I also to believe that my husband and I will be together, forever and ever from now on? Can I now stop looking over my shoulder for any signs of trouble and just let out this huge breath of relief? So many have gone through this but some of them falter and decided to leave each other, and some even became happier from it. I’m not saying I have doubts about our marriage and want to leave him but sometimes, when the sadness is just too much or when I get too tired of thinking about this day after day; I do feel that we should have just split up. We can possibly end up becoming even happier people and most importantly not feel threatened by any other betrayals. That would be easier wouldn’t it? It does sound like I have given up and ready to take the easy way out. Sometimes, I wonder if my husband has truly forgotten that wretched woman. My fellow blogger friend, Not Over It and I knows the importance of “loving me with all your heart”. Sigh. I guess this really all boils down to Fear. Maybe I am just protecting myself from getting seriously hurt by refusing to believe in those things anymore. The damn Affair has not only robbed me of those Fantasies but has given me a Nightmare instead.","am i also to believe that my husband and i will be together forever and ever from now on can i now stop looking over my shoulder for any signs of trouble and just let out this huge breath of relief so many have gone through this but some of them falter and decided to leave each other and some even became happier from it i’m not saying i have doubts about our marriage and want to leave him but sometimes when the sadness is just too much or",90,"when","more","of","as","to","fun","about","better","easier","for","in",0.0300000000006548,FALSE
"10230","I felt much better after looking through pictures, plans and making progress on our own house.","i felt much",4,"better","more","of","as","to","fun","about","better","easier","for","in",0.0299999999988358,TRUE
"10231","An epic poem (or story?) pertains to a long composition, usually centered upon a hero,in which a series of achievements or events is narrated in an elevated style; the Iliad, for example.","an epic poem or story pertains to a long composition usually centered upon a heroin which a series",19,"of","few","little","lot","bit","good","new","great","couple","long","very",0.0200000000004366,FALSE
