"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","source1","prediction2","source2","prediction3","source3","prediction4","source4","timeToPredict","Correct"
"264","My cough has become a part of who I am. My roommates know when I get home because they hear me coughing when I walk through the door. It tells them.... ""HONEY I'M HOME!"" My friends hear me coming wherever I go (though its tough to sneak up on them in that respect). To me, some days, my cough isn't something gross and disgusting, its just something I do every day. It's as natural as breathing.","my cough has become a part of who i am my roommates know when i get home because they hear me coughing when i walk through the door it tells them honey im home my friends hear me coming wherever i go though its tough to sneak up",49,"on","on","5","them","4","on","41A","on","41B",0.379999999997381,TRUE
"265","Caracole is a new company, but like so many in Belgium, the residents inhabit an ancient brewery. Located in Wallonia, near the French border in Falmignoul, Brasserie Moussoux was founded ten years before America was born. In the year the Japanese bombed Pearl Harbor, the name was changed to Brasserie Lamotte before eventually becoming Caracole in the year Clinton was first elected. The brewery is proud of its artisinal heritage, and still brews the old-fashioned way, over a wood fire.","caracole is a new company but like so many in belgium the residents inhabit an ancient brewery located in wallonia near the",23,"french","the","41C","the","31B","the","32B","south","3",0.190000000002328,FALSE
"266","so we can often fall in love with the human sharing our life, because that person becomes ""new"" in small ways each moment.","so we can often",5,"fall","fall","5","in","4","fall","41A","fall","41B",0.230000000003201,TRUE
"267","HOLD CARD","hold",2,"card","the","2","be","2","it","2","not","2",0.0299999999988358,FALSE
"268","It ended up that he was the new tenant in the third floor apartment of Mike’s building and had just moved from out of state. Offering a helping hand and a welcome, Mike invited him to meet us for a drink when he finished. The new neighbor thanked Mike and said that he would meet up with him later.","it ended up that he was the new tenant in the third floor apartment of mike’s building and had just moved from out of state offering a helping hand and a welcome mike invited him to meet us for a drink when he finished the new neighbor thanked mike and said",52,"that","that","4","that","31A","that","31B","and","32C",0.279999999998836,TRUE
"269","Examples of physics abound in the natural world. Many animals and plants utilize the natural laws of our universe to live, reproduce, and obtain food. It has been known for many years that bats use high frequency sound waves to echo-locate insects on nightly forays in search of food. What has recently been discovered is a plant that actively encourages bats to drink nectar from it's fruit, and spread pollen in the process by forming echo-genic leaves designed to allow bats an easier time in finding the fruiting portions of the plant. Isn't life marvelous?","examples of physics abound in the natural world many animals and plants utilize the natural laws of our universe to live reproduce and obtain food it has been known for many years that bats use high frequency sound waves to echolocate insects on nightly forays in search of food what has recently been discovered is a plant that actively encourages",61,"bats","to","2","actively","32C","bats","2","in","21",0.160000000003492,TRUE
"270","Whereas the angels depicted by Giotto and earlier painters had their wings fixed in place because paint can’t move, Guy made the conscious choice (albeit, the easier one) to keep that immobility while allowing the angels themselves to fidget and wander. The presence of this classical form in a (for the time) hyper-realistic setting makes everything look fake... or, unearthly.","whereas the angels depicted by giotto and earlier painters had their wings fixed in place because paint can’t move guy made the conscious choice albeit the easier one to keep that immobility while allowing",35,"the","the","3","angels","2","may","32B","it","32B",0.189999999995052,TRUE
"271","Dr. Marvin Kennard, owner of Naples Dental Care, 785 Central Ave., told a Naples detective someone broke into his business and stole dental equipment such as a high-speed dental drill and patients' files.","dr marvin kennard owner of naples dental care central ave told a naples detective someone broke into",18,"his","his","3","into","31B","his","21","leg","21",0.230000000003201,TRUE
"272","I think as a parent of a child with a disability there is sometimes the tiniest little check, a hesitation when I think about the future. It’s not the gasping for air, punch to the gut it used to be, but sometimes there’s a little catch in the throat as I wonder “Is it realistic?” This is often accompanied by some momma guilt (Do I have the right to wonder what’s realistic?) and some self-doubt (Do I not believe enough in my child?).","i think as a parent of a child with a disability there is sometimes the tiniest little check a hesitation when i think about the future it’s not the gasping for air punch to the gut it used to be but sometimes there’s a little catch in the throat as i wonder “is it realistic” this is often accompanied",60,"by","by","3","with","31A","accompanied","31B","some","2",0.19999999999709,TRUE
"273","Big surprise! Since it hit the internet, however, it has had over 500,000 hits. Keep it going. All that is necessary for evil to succeed is that good men do nothing. It’s happening right now.","big surprise since it hit the",7,"internet","internet","4","internet","3","the","41C","internet","31B",0.270000000004075,TRUE
"274","just doesn't feel creative at all ~","just doesnt feel creative",5,"at","all","3","creative","31B","feel","32C","at","3",0.159999999996217,TRUE
"275","I'll admit it... when I see things like 12 queries sent, it makes me a little frustrated because I'm not one of them. But also, I take hope from the 195.","ill admit it when i see things like queries sent it makes me a little frustrated because im not one of them but",24,"also","also","5","i","4","also","41A","also","41B",0.400000000001455,TRUE
"276","You know what's interesting about shopping malls?","you know whats interesting about shopping",7,"malls","malls","3","centre","2","the","2","in","2",0.159999999996217,TRUE
"277","But I’m waiting to actually finish something (and get some fun ‘after’ pics), so those projects will have to wait.","but i’m waiting to actually finish something and get some fun ‘after’ pics so",15,"those","those","3","those","21","projects","21","am","2",0.220000000001164,TRUE
"278","So what now for Austria. The ability to tip the scales of power lies in the hand of the Nationalist Parties and given that the ""established"" traitor parties have said they will not enter into another coalition, anything is now possible.","so what now for austria the ability to tip the scales of power lies in the hand of the nationalist parties",22,"and","parties","21","going","2","always","2","given","2",0.200000000004366,FALSE
"279","It all begins by loving God. It starts with loving God. If we love God, and if we are born of God we will love God, then we cannot help but love those who are also born of him. It is simply incompatible with our heritage and parentage to not love those who belong to the family of God. There should be no civil war in the family of God. But sometimes it seems that the family of God is so fractured that it is perpetually defeated. It makes one wonder how often the enemy capitalizes on this? It makes one wonder what those literally not born of God think about those who claim to be born of God. What sort of family do they believe us to be? What sort of fractured family are we?","it all begins by loving god it starts with",10,"loving","loving","3","with","41C","with","31B","starts","42F",0.239999999997963,TRUE
"280","All of this just confirms my believe that whilst this coalition may repeal a fews laws which I didn't like they are just papering over the cracks of our problem.","all of this just confirms",6,"my","my","3","just","42F","believe","2","fact","2",0.180000000000291,TRUE
"281","Thomas Field, Edward Bennett, Thomas Clemence, William Lancaster,","thomas field edward bennett thomas clemence",7,"william","william","2","not","21","come","21","debuts","21",0.190000000002328,TRUE
"282","screenshot at 650am CDT 4/29/2012:","screenshot at",3,"am","cdt","3","am","3","am","21","cdt","21",0.0299999999988358,TRUE
"283","live writer again!","live",2,"writer","cricket","2","the","2","a","2","i","2",0.0499999999956344,FALSE
"284","This might be a more exciting ""faux-liday"" for me than Cinco de Mayo. While I do like tequila (in fact, it's one of the few hard liquors I truly enjoy drinking), I love, love, love my Belgian beers. What a better reason the celebrate them!","this might be a more exciting fauxliday for me than cinco de mayo while i do like tequila in fact its one of the",25,"few","few","5","the","51D","few","41A","few","41B",0.370000000002619,TRUE
"285","“Conquering any difficulty always gives one a secret joy, for it means pushing back a boundary-line and adding to one’s liberty.” (Henri Frederic Amiel)","“conquering any difficulty always gives one a secret joy for it means pushing back a boundaryline and adding to one’s liberty” henri frederic",24,"amiel","amiel","3","amiel","2","amiel","21","frederic","21",0.220000000001164,TRUE
"286","At least I can still count to ten, and wave hello with either hand.","at least i can still count to ten and wave hello with",13,"either","either","3","with","41C","with","31B","hello","42F",0.269999999996799,TRUE
"287","Egg, beaten - 1 ( optional)","egg beaten",3,"optional","optional","3","optional","2","from","21","optional","21",0.0800000000017462,TRUE
"288","The weather forecast threatens more rain tomorrow, which I hope will subside before the afternoon, as I plan to visit Jardin Japonese and Jardin Zoologico. Wouldn't be much fun in the freezing rain or wind. And in any case, I will be more prepared for the weather tomorrow! First thing I will buy in the morning will be a thermos and a set of Yerba Mate. I think I've grown addicted to the bitter stuff, and I can't wait to have my own thermos to carry around like those old men of Argentina, Uruguay, and Chile.","the weather forecast threatens more rain tomorrow which i hope will subside before the afternoon as i plan to visit jardin japonese and jardin zoologico wouldnt be much fun in the freezing rain or wind and in any",39,"case","case","5","any","51D","i","4","case","41A",0.389999999999418,TRUE
"289","1 pkg. fresh snow peas","pkg",2,"fresh","snow","2","fresh","2",NA,NA,NA,NA,0.0100000000020373,TRUE
"290","into pieces...... I may end up stitching it onto a canvas","into pieces i may end up stitching",8,"it","it","4","stitching","41C","up","52J","onto","3",0.330000000001746,TRUE
"291","Besides taking the opportunity to vent about a situation that I find very frustrating, this story seems to me worth telling because it provides something of a parable of the contradictions involved in being a professor of popular music. It's my job to try to cultivate a more sophisticated understanding of popular music and the larger media system through which it's produced. But to do so, I need resources of a sort that are pretty common outside the academic setting but far less so inside. Adding to that, it's important for me not to take the supposedly inevitable tide of technological ""progress"" as a given. Just because the corporations that earn enormous profits from the production of new technologies have deemed some particular item or format to be obsolete doesn't mean that we should all follow suit. Vinyl may be, in the end, just another commodity item, no more no less, but it was also a dominant form in which people experienced music for the better part of a century, and the notion that we should all dispense with our vinyl archives because of changing media is folly.","besides taking the opportunity to vent about a situation that i find very frustrating this story seems to me worth telling because it provides something of a parable of the contradictions involved in being a professor of popular music its my job to try to cultivate a more sophisticated understanding of popular music and the larger media system through which its produced but to do so i need resources of a sort that are pretty common outside the academic setting but far less so inside adding to that its important for me not to take the supposedly inevitable tide of technological progress as a given just because the corporations that earn enormous profits from the production of new technologies have deemed some particular item or format to be obsolete doesnt mean that we should all follow suit vinyl may be in the end just another commodity item no more no less but it was also a dominant form in which people experienced music for the better part of a century and the notion that we should all dispense with our vinyl archives because",184,"of","of","3","archives","32C","of","21","changing","21",0.229999999995925,TRUE
"292","5) Tribeca Treats: These cupcakes are smaller and a bit more nuanced. The flavors are very specific and intense in a good way.","tribeca treats these cupcakes are smaller and a bit more nuanced the flavors are very specific and intense in a",21,"good","good","4","tent","41A","a","41C","good","31A",0.30000000000291,TRUE
"293","In our twisted society the demands of our parents to achieve, to surpass, to excel, to get more material stuff than your fellow neighbour are all seen as commonly accepted things...? In Buddhism, they teach that 'material possessions, kill the soul.'","in our twisted society the demands of our parents to achieve to surpass to excel to get more material stuff than your",23,"fellow","fellow","3","your","31B","than","32C","was","21",0.25,TRUE
"294","Our health care system is in ruins, and only those who have their heads in the sand can't see that. On several levels: loss of work force, cost of medical treatment, cost of insurance, an aging populous, this current ""system"" stands to wreck our country faster than Social Security, taxes, terrorists, or any competing cause. If we don't address it, it's going to be horribly ironic that the America we think we know will be destroyed by a social issue that right-wingers refused to acknowledge. Get off your high horse and bring solutions to the table. (And by the way, the most plausible solution here is to make health care insurance the responsibility of individuals, not employers. But like so many things, we all know that's not going to happen, either.)","our health care system is in ruins and only those who have their heads in the sand cant see that on several levels loss of work force cost of medical treatment cost of insurance an aging populous this current system stands to wreck our",45,"country","country","4","country","3","our","41C","country","31B",0.239999999997963,TRUE
"295","In 2002, the American Association of Poison Control Centers launched a nationwide toll-free hotline for prevention and treatment of poisonings. The number is (800) 222-1222. In the case of any suspected poisoning emergency, they can be contacted 24 hours a day.","in the american association of poison control centers launched a nationwide tollfree hotline for",15,"prevention","for","31B","prevention","21","first","2","am","2",0.150000000001455,TRUE
"296","Seth wanted very badly to say yes. He hated Bill Masterson more than anyone else, and listening to him yell was worse than his mother ever was. The man losing his job would make Seth genuinely happy for once. Instead he shook his head. ""No,"" he whispered.","seth wanted very badly to say yes he hated bill masterson more than anyone",15,"else","and","3","than","32C","else","3","else","2",0.209999999999127,TRUE
"297","These are a few of my final images from my most recent piece of work looking at my relationship with nature.","these are a few of my final images from my most recent piece of work looking at my",19,"relationship","my","41C","goals","42D","at","42F","but","3",0.260000000002037,FALSE
"298","Growing up I have such fond memories of both of my grandmothers.","growing",2,"up","i","2","our","2","fond","2","fenceno","2",0.0499999999956344,FALSE
"299","Besides, it was time to leave Socorro. Just before he skipped town, some copper swore he saw little green men over a hill on top of a mesa. G-men, the Air-Force and every hack reporter from La La Land to the Big Apple swarmed into the small town.","besides it was time to leave socorro just before he skipped town some copper swore he saw little green men over a hill on top of a mesa gmen the airforce and every hack reporter from la la land to the big",43,"apple","apple","4","big","51D","big","41C","big","52D",0.310000000004948,TRUE
"300","What struck me about the two trips being so close together is the clear level of white, entitled anger that permeated fading-Midwestern-resort. The vacationing people on the island were a) clearly quite well off financially and b) supposed to be enjoying a leisurely holiday. Nonetheless, it seemed like every time I turned around all I heard was people obsessing about how they thought Obama had done them wrong and how this country was “on the road to socialism.” They were also numerous, numerous anti-immigrant statements. This occurred despite the fact that the very resort that was catering to them at that very moment clearly depended on immigrant labor. It was astounding to me that an entire island’s worth of people who are so fortunate (especially in a region with the highest unemployment) could continue to demand more and more of the pie. They have everything that they could possibly want and yet it simply wasn’t enough. Much to my horror, they also managed to say that every African-American waiter who served them “looked like Obama.” I find it unlikely that I will ever return to fading-Midwestern-resort.","what struck me about the two trips being so close together is the clear level of white entitled anger that permeated fadingmidwesternresort the vacationing people on the island were a clearly quite well off financially and b supposed to be enjoying a leisurely holiday nonetheless it seemed like every time i turned around all i heard was people obsessing about how they thought obama had done them wrong and how this country was “on the road to socialism” they were also numerous numerous antiimmigrant statements this occurred despite the fact that the very resort that was catering to them at that very moment clearly depended on immigrant labor it was astounding to me that an entire island’s worth of people who are so fortunate especially in a region with the highest unemployment could continue to demand more and more of the pie they have everything that they could possibly want and yet it simply wasn’t enough much to my horror they also managed to say that every africanamerican waiter who served them “looked like obama” i find it unlikely",180,"that","unlikely","41C","i","3","too","31B","that","3",0.19999999999709,TRUE
"301","With the long weekend that's comin' up fast","with the",3,"long","of","3","the","3","we","3","at","3",0.0199999999967986,FALSE
"302","This is just a glimpse of my crazy brain. Needless to say I was in an unhealthy state regarding my relationship with food, one that had been taking place for several years prior to coming to Portland.","this is just a glimpse of my crazy brain needless to say i was in an unhealthy state regarding",20,"my","my","3","however","2","portland","2","of","32C",0.200000000004366,TRUE
"303","Natrol Product $2/1 - expires 2/28/2011","natrol product",3,"expires","product","21","the","2","a","2","local","2",0.0499999999956344,FALSE
"304","Yet, this simple concept of right and wrong gets muddled by differing ideas about religion, patriotism, economics and many other divisions. The “just war” rule has crumbled under the ambitions of empires throughout history. The American-led Anglo Saxon empire is no different.","yet this simple concept of right and wrong gets muddled by differing ideas about religion patriotism economics and many other divisions the “just war” rule has crumbled under the ambitions of empires throughout history",35,"the","fetus","2","world","21","history","21","read","2",0.140000000006694,FALSE
"305","Here is where my Ladies in Waiting: Red Arm Warmers is taking me. I am going to paint the edges of the blocks black (i think...still undecided on that one) and attach glass to the front with the help of my handy husband.","here",2,"is","the","2","to","2","a","2","have","2",0.0499999999956344,FALSE
"306","Or it might mean having a serious go at self-publishing. Many are seizing the opportunity to publish or re-publish their own books. For some, this is a bold and exciting step forward. For others it may be a last resort. Either way, some authors are beginning to do very well from it.","or it might mean having a serious go at selfpublishing many are seizing the opportunity to publish or republish their own books for some this is a bold and",30,"exciting","exciting","4","and","51D","exciting","3","she","41B",0.319999999999709,TRUE
"307","Its even worse when you’re knee-deep – and in head first.","its even worse when",5,"you’re","now","41C","when","41C","did","31A","but","31B",0.160000000003492,FALSE
"308","While he was at the hospital, all the hospital staff, especially the nurses love to talk and entertain him … he was simply adorable … always like to mimic them, smile at them sweetly even though he was sick. He loves to chat with them while they cleaned him up or inserted medicine thru his drip.","while he was at the hospital all the hospital staff especially the nurses love to talk and entertain him � he was simply adorable �",26,"always","and","32B","adorable","32C","passionate","21","cheekkiss","21",0.189999999995052,FALSE
"309","And that strength is even more available to us today, because God has expressed his character most vividly in Christ (Heb. 1:1-3).","and that strength is even more available to us today because god has",14,"expressed","has","31B","god","42F","been","3","expressed","3",0.230000000003201,TRUE
"310","Yet, ironically as Jamaican sprinters are finding success by flocking to their country's top sprint coaches in droves, we here in the US seem to be slipping as our athletes are running the other way from our top coaches! Spearmon had great success with Braumann, but left to train with his father. Carter began having success with Holloway (in spite of injury) but left. Wariner was seemingly on his way to the WR in the 400 but left Hart - and my grapevine says that Sanya Richards is considering a similar move. Does anyone think that the Lakers will be getting rid of Phil Jackson any time soon? I didn't think so.","yet ironically as jamaican sprinters are finding success by flocking to their countrys top sprint coaches in droves we here in the us seem to be slipping as our athletes are running the other",35,"way","other","31B","chicago","31B","the","32C","of","3",0.220000000001164,FALSE
"311","Praguer Lager: (***) German malts; sweet and fruity; light; refreshing; dark but clear amber color; crisp.","praguer lager german malts sweet and fruity light refreshing",10,"dark","light","32C","but","2","for","2","me","2",0.159999999996217,FALSE
"312","I eventually ended up running the 2010 Chicago Marathon and the 2011 Chicago Marathon as well – both for charities. I figured that if was going to run, I might as well run for a great cause, since I knew it drove and inspired me. I eventually ended up loving distance running, mainly because I’m able to run free and enjoy and appreciate the world around me, not to mention, God gave me the ability to do so, and I don’t want to take that for granted.","i eventually ended up running the",7,"chicago","the","41C","the","31B","other","3","chicago","3",0.25,TRUE
"313","Article and images by José Soto","article and images by jos�",6,"soto","soto","4","soto","3","jos�","41C","soto","2",0.220000000001164,TRUE
"314","Pacific National Exhibition Park, Vancouver, Canada - April 8th, 1975 source ","pacific national exhibition",4,"park","park","2","of","21","wounds","21","cemetery","21",0.0599999999976717,TRUE
"315","John G. Farrell, 32, New York, N.Y.","john g",3,"farrell","new","3","new","2","farrell","3","farrell","2",0.0600000000049477,TRUE
"316","It was a good week for mail. It's starting to trickle back in a little faster than it was a couple of weeks ago, thank goodness!","it was a good week",6,"for","for","5","week","51D","mail","4","for","41A",0.269999999996799,TRUE
"317","Baldrick: ""What I want to know sir is before there was a Euro there were lots of different types of money that different people used. And now there's only one type of money that the foreign people use. And what I want to know is, how did we get from one state of affairs to the other state of affairs""","baldrick what i want to know sir is before there was a euro there were lots of different types of money that different people used and now theres only one type of",33,"money","money","4","of","41C","that","3","type","42F",0.260000000002037,TRUE
"318","I couldn't find a tester at the time, so I hoped for the best.","i couldnt find a tester at the time",9,"so","time","51D","i","4","time","41C","the","52J",0.360000000000582,FALSE
"319","Story content will have everything to do with three little boys deciding to color Easter eggs without me. I told them we would would color eggs when I came back from the grocery store. They called me on my cell while I was shopping to say they decorated the eggs without me. They were so proud.","story content will have everything to do with three little boys deciding to color easter eggs without me i told them we would would",25,"color","color","4","color","3","would","41B","would","41C",0.389999999999418,TRUE
"320","Police Sirens can already be heard, as she starts the car and with a…","police sirens can already be heard as she starts the car and",13,"with","and","41C","with","4","back","4","car","42F",0.349999999998545,TRUE
"321","Did you know that the Rice Lake Public Library offers Kindles and Nooks that you can borrow? The library has loaded these eReaders full of books, so you’re almost sure to find something you haven’t read before. You can borrow a library eReader for three weeks! At this time, there is a waiting list for one of these devices. If you would like to reserve one, please call or visit the library Reference Desk. We will need to know your library card number.","did you know that the rice lake public library offers kindles and nooks that you can borrow the library has loaded these ereaders full of books so you’re almost sure to find something you haven’t read before you can borrow a library ereader for three weeks at this time there is a waiting list for one of these devices if you would like to reserve one please call or visit the library reference desk",75,"we","we","3","will","2","has","32C","we","21",0.150000000001455,TRUE
"322","in order to fly towards sunlight, freedom and discovery like a butterfly.","in",2,"order","same","2","words","2","end","2","house","2",0.0199999999967986,FALSE
"323","I wonder what Kevin Donlan has in mind when he speaks of “a new model for a new day.” I have finished a careful study of the new Rwandan canons and the Anglican Mission canonical charter. They evidence the strong influence of the Roman Catholic Code of Canon Law in language, doctrine, norms, and principles. In a number of places the Rwandan canons clearly are repudiation of the Thirty-Nine Articles and of authentic historic Anglicanism, and embrace in their place the dogmas of the Council of Trent. The provisions governing the relationship of the Rwandan Primate with Anglican Primatial Vicar Chuck Murphy are based upon the provisions of the Roman Catholic Code of Canon Law governing the relationship of the Pope to lesser bishops of the Roman Catholic Church. This causes me also to wonder what part Donlan himself played in their formulation.","i wonder what kevin donlan has in mind when he speaks of “a new model for a new day” i have finished a careful study of the new rwandan canons and the anglican mission",35,"canonical","canonical","2","mission","31B","mission","21","primatial","21",0.220000000001164,TRUE
"324","FEMALE CALLER (31:50): He (Michael Jackson) is truly the soundtrack of my life. I also have a theory about Sarah Palin as well and I’m going to put it out there on radio, hopefully someone can investigate.","female caller he michael jackson is truly the soundtrack of my life i also have a theory about sarah palin as well and i’m going to put it out there",31,"on","on","5","on","4","there","51D","on","41A",0.389999999999418,TRUE
"325","slightly familiar","slightly",2,"familiar","sour","2","familiar","2",NA,NA,NA,NA,0.0800000000017462,TRUE
"326","The first thing that came to mind was this:","the first thing that came to mind was",9,"this","this","4","this","3","was","41C","this","31A",0.309999999997672,TRUE
"327","I'm inviting you into my living room this time. This is the corner media cabinet in all its almost ""bareness."" I know you've seen it several times, but I've decked it out differently.","im inviting you into my living room this time this is the corner media cabinet in all its almost bareness i know",23,"youve","know","31B","i","32C","a","3","god","3",0.200000000004366,FALSE
"328","We ask for the support of all who believe in the traditional values of Europe that the Hungarian Prime Minister fights for in the EU. We ask for your support as we are being attacked in the European Parliament and the leftist media for our moral stance in the face of moral relativism that the EU has forced upon us to destroy all of our European heritage. We need your signatures to ascertain that Europe reclaims its heritage and autonomy as “we all have an eminent need of spiritual and intellectual renewal”.","we ask for the support of all who believe in the traditional values of europe that the hungarian prime minister fights for in the eu we ask for your support as we are being attacked in the european parliament and the leftist media for our moral stance in the face of moral relativism that the eu has forced upon us to destroy all of our european heritage we need your signatures to ascertain that",75,"europe","that","31B","europe","21","i","31A","the","31A",0.239999999997963,TRUE
"329","Knowledge is not power but what is done with it","knowledge is",3,"not","not","3","now","3","not","21","weeks","21",0.0599999999976717,TRUE
"330","The only thing I might change (but I love my journey and wouldn't REALLY change anything) is I would have learned about the term unschooling sooner, and maybe been introduced to authors like John Holt.","the only thing i might change but i love my journey and wouldnt really change anything is i would have learned about the term unschooling sooner and",28,"maybe","maybe","3","later","21","maybe","21","am","2",0.17000000000553,TRUE
"331","HAPPY BIRTHDAY TO JAN MARIE today and many days to come! I was in Denver last summer and was able to meet this wonderful lady in PERSON! That was a real treat because you talk to people on a blog but to meet in person is really special. And by the way...Mike the shipping guy (her husband) is a one super fellow too. So my wish for today to Jan Marie is to have a day of happiness, laughter, relaxation, and so much fun you can't see straight!","happy birthday to jan marie today and many days to come i was in denver last summer and was able to meet this wonderful lady in person that was a real treat because you talk to people on a blog but to meet in person is really special and",50,"by","the","3","the","31A","and","31B","to","32B",0.25,FALSE
"332","so what are you totally loving this week?","so what are",4,"you","you","4","like","3","few","3","totally","3",0.110000000000582,TRUE
"333","So how to deferentiate your consumer from the customer and what separates one success story from another... Simple;-.","so how to deferentiate your consumer from the customer and what separates one success",15,"story","story","3","one","32C","the","2","from","2",0.189999999995052,TRUE
